Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,82.46
898.0,82.10
896.0,82.20
894.0,82.28
892.0,82.48
890.0,82.19
888.0,82.31
886.0,82.21
884.0,82.22
882.0,81.69
880.0,81.30
878.0,80.69
876.0,80.41
874.0,80.00
872.0,79.24
870.0,78.87
868.0,78.34
866.0,77.64
864.0,77.10
862.0,76.53
860.0,76.05
858.0,75.57
856.0,75.18
854.0,74.84
852.0,74.54
850.0,74.35
848.0,74.07
846.0,73.99
844.0,73.95
842.0,74.02
840.0,74.19
838.0,74.39
836.0,74.68
834.0,75.05
832.0,75.51
830.0,75.98
828.0,76.45
826.0,76.91
824.0,77.29
822.0,77.58
820.0,77.77
818.0,77.83
816.0,77.80
814.0,77.72
812.0,77.57
810.0,77.31
808.0,77.19
806.0,77.01
804.0,76.80
802.0,76.55
800.0,76.22
798.0,75.86
796.0,75.48
794.0,75.04
792.0,74.60
790.0,74.12
788.0,73.62
786.0,73.16
784.0,72.73
782.0,72.31
780.0,71.95
778.0,71.67
776.0,71.44
774.0,71.32
772.0,71.30
770.0,71.37
768.0,71.54
766.0,71.83
764.0,72.27
762.0,72.82
760.0,73.48
758.0,74.30
756.0,75.19
754.0,75.91
752.0,76.27
750.0,76.16
748.0,75.68
746.0,75.03
744.0,74.32
742.0,73.56
740.0,72.69
738.0,71.68
736.0,70.51
734.0,69.20
732.0,67.78
730.0,66.26
728.0,64.72
726.0,63.19
724.0,61.73
722.0,60.33
720.0,59.07
718.0,58.01
716.0,57.16
714.0,56.57
712.0,56.32
710.0,56.57
708.0,57.68
706.0,59.55
704.0,60.58
702.0,60.05
700.0,59.88
698.0,60.89
696.0,62.40
694.0,64.09
692.0,65.79
690.0,67.30
688.0,68.45
686.0,69.07
684.0,69.00
682.0,68.15
680.0,66.48
678.0,64.09
676.0,61.13
674.0,57.82
672.0,54.36
670.0,50.97
668.0,47.83
666.0,45.09
664.0,42.78
662.0,40.95
660.0,39.65
658.0,38.92
656.0,38.74
654.0,39.17
652.0,40.21
650.0,41.85
648.0,44.01
646.0,46.46
644.0,48.77
642.0,50.27
640.0,50.22
638.0,48.02
636.0,43.60
634.0,37.47
632.0,30.61
630.0,24.09
628.0,18.59
626.0,14.30
624.0,11.08
622.0,8.72
620.0,6.99
618.0,5.66
616.0,4.66
614.0,3.92
612.0,3.36
610.0,2.94
608.0,2.62
606.0,2.38
604.0,2.19
602.0,2.06
600.0,1.97
598.0,1.92
596.0,1.91
594.0,1.94
592.0,2.01
590.0,2.14
588.0,2.34
586.0,2.63
584.0,3.06
582.0,3.69
580.0,4.61
578.0,5.95
576.0,7.75
574.0,9.83
572.0,11.52
570.0,11.94
568.0,10.69
566.0,8.36
564.0,6.03
562.0,4.30
560.0,3.17
558.0,2.44
556.0,1.96
554.0,1.65
552.0,1.44
550.0,1.30
548.0,1.21
546.0,1.17
544.0,1.16
542.0,1.20
540.0,1.28
538.0,1.41
536.0,1.62
534.0,1.96
532.0,2.48
530.0,3.34
528.0,4.84
526.0,7.60
524.0,12.89
522.0,21.55
520.0,30.90
518.0,34.73
516.0,30.03
514.0,21.96
512.0,15.96
510.0,12.73
508.0,11.25
506.0,10.86
504.0,11.15
502.0,11.65
500.0,11.62
498.0,10.41
496.0,8.17
494.0,5.78
492.0,3.94
490.0,2.73
488.0,1.99
486.0,1.54
484.0,1.27
482.0,1.12
480.0,1.05
478.0,1.05
476.0,1.10
474.0,1.21
472.0,1.38
470.0,1.60
468.0,1.84
466.0,1.99
464.0,1.95
462.0,1.72
460.0,1.41
458.0,1.13
456.0,0.91
454.0,0.76
452.0,0.67
450.0,0.62
448.0,0.60
446.0,0.62
444.0,0.68
442.0,0.81
440.0,1.04
438.0,1.40
436.0,1.94
434.0,2.65
432.0,3.28
430.0,3.57
428.0,3.50
426.0,3.30
424.0,3.18
422.0,3.23
420.0,3.49
418.0,3.99
416.0,4.75
414.0,5.80
412.0,7.13
410.0,8.80
408.0,11.11
406.0,14.76
404.0,20.86
402.0,30.23
400.0,41.02
398.0,47.99
396.0,48.87
394.0,47.49
392.0,47.14
390.0,47.28
388.0,45.77
386.0,42.10
384.0,38.19
382.0,35.48
380.0,33.47
378.0,30.77
376.0,28.17
374.0,26.81
372.0,26.16
370.0,25.55
368.0,25.18
366.0,23.69
364.0,20.27
362.0,16.06
360.0,12.00
358.0,8.30
356.0,5.26
354.0,3.09
352.0,1.63
350.0,0.76
348.0,0.34
346.0,0.16
344.0,0.08
342.0,0.04
340.0,0.02
338.0,0.02
336.0,0.01
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.01
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
