Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,87.17
898.0,88.47
896.0,88.39
894.0,88.91
892.0,89.84
890.0,89.18
888.0,88.82
886.0,87.81
884.0,86.54
882.0,84.96
880.0,83.01
878.0,80.78
876.0,77.72
874.0,75.00
872.0,71.90
870.0,68.46
868.0,65.25
866.0,62.02
864.0,59.01
862.0,56.00
860.0,53.22
858.0,50.62
856.0,48.28
854.0,46.12
852.0,44.26
850.0,42.63
848.0,41.26
846.0,40.12
844.0,39.23
842.0,38.60
840.0,38.23
838.0,38.11
836.0,38.30
834.0,38.77
832.0,39.56
830.0,40.70
828.0,42.16
826.0,43.94
824.0,46.06
822.0,48.44
820.0,50.99
818.0,53.72
816.0,56.57
814.0,59.55
812.0,62.66
810.0,65.70
808.0,68.98
806.0,72.04
804.0,74.53
802.0,76.25
800.0,76.80
798.0,76.09
796.0,74.13
794.0,71.04
792.0,67.15
790.0,62.69
788.0,58.12
786.0,53.70
784.0,49.66
782.0,46.14
780.0,43.24
778.0,41.06
776.0,39.59
774.0,38.82
772.0,38.64
770.0,38.80
768.0,38.99
766.0,39.16
764.0,39.58
762.0,40.70
760.0,42.86
758.0,45.94
756.0,49.43
754.0,52.45
752.0,54.04
750.0,53.47
748.0,50.45
746.0,45.18
744.0,38.26
742.0,30.71
740.0,23.63
738.0,17.76
736.0,13.25
734.0,9.94
732.0,7.55
730.0,5.84
728.0,4.60
726.0,3.69
724.0,3.01
722.0,2.49
720.0,2.09
718.0,1.78
716.0,1.54
714.0,1.35
712.0,1.20
710.0,1.08
708.0,0.98
706.0,0.90
704.0,0.84
702.0,0.79
700.0,0.75
698.0,0.72
696.0,0.71
694.0,0.70
692.0,0.71
690.0,0.72
688.0,0.75
686.0,0.80
684.0,0.88
682.0,0.97
680.0,1.10
678.0,1.23
676.0,1.37
674.0,1.54
672.0,1.76
670.0,2.03
668.0,2.33
666.0,2.59
664.0,2.73
662.0,2.69
660.0,2.48
658.0,2.14
656.0,1.74
654.0,1.36
652.0,1.05
650.0,0.82
648.0,0.65
646.0,0.53
644.0,0.44
642.0,0.37
640.0,0.32
638.0,0.29
636.0,0.26
634.0,0.24
632.0,0.23
630.0,0.22
628.0,0.22
626.0,0.22
624.0,0.23
622.0,0.25
620.0,0.29
618.0,0.33
616.0,0.37
614.0,0.40
612.0,0.45
610.0,0.55
608.0,0.73
606.0,1.01
604.0,1.37
602.0,1.72
600.0,1.92
598.0,1.90
596.0,1.67
594.0,1.28
592.0,0.90
590.0,0.62
588.0,0.44
586.0,0.33
584.0,0.27
582.0,0.22
580.0,0.19
578.0,0.17
576.0,0.16
574.0,0.15
572.0,0.15
570.0,0.15
568.0,0.16
566.0,0.17
564.0,0.19
562.0,0.22
560.0,0.26
558.0,0.34
556.0,0.46
554.0,0.66
552.0,0.96
550.0,1.33
548.0,1.59
546.0,1.59
544.0,1.34
542.0,1.01
540.0,0.75
538.0,0.57
536.0,0.46
534.0,0.39
532.0,0.34
530.0,0.32
528.0,0.31
526.0,0.32
524.0,0.36
522.0,0.42
520.0,0.51
518.0,0.63
516.0,0.78
514.0,0.90
512.0,0.93
510.0,0.84
508.0,0.70
506.0,0.55
504.0,0.44
502.0,0.36
500.0,0.31
498.0,0.27
496.0,0.23
494.0,0.21
492.0,0.20
490.0,0.20
488.0,0.21
486.0,0.23
484.0,0.28
482.0,0.36
480.0,0.49
478.0,0.70
476.0,0.91
474.0,1.01
472.0,0.94
470.0,0.77
468.0,0.60
466.0,0.47
464.0,0.39
462.0,0.35
460.0,0.33
458.0,0.33
456.0,0.33
454.0,0.35
452.0,0.39
450.0,0.46
448.0,0.56
446.0,0.75
444.0,1.06
442.0,1.64
440.0,2.75
438.0,4.98
436.0,9.75
434.0,19.78
432.0,36.77
430.0,56.16
428.0,69.83
426.0,76.74
424.0,81.59
422.0,86.24
420.0,89.49
418.0,90.86
416.0,91.09
414.0,90.97
412.0,90.86
410.0,90.77
408.0,90.51
406.0,89.89
404.0,89.00
402.0,88.04
400.0,87.29
398.0,86.79
396.0,86.39
394.0,85.90
392.0,85.24
390.0,84.24
388.0,82.82
386.0,80.94
384.0,78.58
382.0,75.82
380.0,72.67
378.0,68.82
376.0,64.61
374.0,59.27
372.0,52.18
370.0,43.50
368.0,34.64
366.0,27.39
364.0,22.21
362.0,17.73
360.0,13.01
358.0,8.93
356.0,6.32
354.0,4.77
352.0,3.48
350.0,2.22
348.0,1.23
346.0,0.60
344.0,0.26
342.0,0.11
340.0,0.04
338.0,0.02
336.0,0.02
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
