Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,94.38
898.0,93.87
896.0,94.54
894.0,94.78
892.0,94.35
890.0,94.07
888.0,93.63
886.0,93.50
884.0,93.70
882.0,93.08
880.0,92.37
878.0,92.51
876.0,91.92
874.0,91.57
872.0,91.16
870.0,90.58
868.0,90.53
866.0,90.05
864.0,89.83
862.0,89.69
860.0,89.45
858.0,89.01
856.0,88.72
854.0,88.39
852.0,88.24
850.0,87.95
848.0,87.90
846.0,87.92
844.0,87.95
842.0,88.04
840.0,88.31
838.0,88.55
836.0,88.83
834.0,89.15
832.0,89.42
830.0,89.53
828.0,89.56
826.0,89.35
824.0,89.00
822.0,88.45
820.0,87.53
818.0,86.39
816.0,84.99
814.0,83.35
812.0,81.48
810.0,79.61
808.0,77.40
806.0,75.09
804.0,72.69
802.0,70.35
800.0,68.01
798.0,65.82
796.0,63.78
794.0,61.98
792.0,60.45
790.0,59.20
788.0,58.19
786.0,57.31
784.0,56.49
782.0,55.55
780.0,54.47
778.0,53.33
776.0,52.28
774.0,51.53
772.0,51.17
770.0,51.22
768.0,51.71
766.0,52.60
764.0,53.92
762.0,55.64
760.0,57.74
758.0,60.20
756.0,62.97
754.0,65.96
752.0,69.10
750.0,72.20
748.0,75.08
746.0,77.55
744.0,79.44
742.0,80.61
740.0,81.04
738.0,80.69
736.0,79.33
734.0,76.67
732.0,72.72
730.0,67.84
728.0,62.82
726.0,58.37
724.0,54.59
722.0,51.40
720.0,48.80
718.0,46.81
716.0,45.40
714.0,44.59
712.0,44.41
710.0,44.88
708.0,46.01
706.0,47.77
704.0,50.02
702.0,52.51
700.0,54.80
698.0,56.27
696.0,56.35
694.0,54.69
692.0,51.18
690.0,46.09
688.0,39.93
686.0,33.25
684.0,26.79
682.0,21.09
680.0,16.42
678.0,12.79
676.0,10.03
674.0,7.95
672.0,6.38
670.0,5.21
668.0,4.32
666.0,3.63
664.0,3.10
662.0,2.69
660.0,2.37
658.0,2.11
656.0,1.92
654.0,1.77
652.0,1.66
650.0,1.60
648.0,1.55
646.0,1.51
644.0,1.47
642.0,1.43
640.0,1.42
638.0,1.44
636.0,1.50
634.0,1.60
632.0,1.74
630.0,1.93
628.0,2.19
626.0,2.53
624.0,2.95
622.0,3.43
620.0,3.91
618.0,4.29
616.0,4.49
614.0,4.44
612.0,4.15
610.0,3.65
608.0,3.06
606.0,2.47
604.0,1.97
602.0,1.57
600.0,1.28
598.0,1.06
596.0,0.91
594.0,0.80
592.0,0.72
590.0,0.66
588.0,0.61
586.0,0.57
584.0,0.56
582.0,0.56
580.0,0.58
578.0,0.61
576.0,0.66
574.0,0.74
572.0,0.87
570.0,1.05
568.0,1.33
566.0,1.78
564.0,2.47
562.0,3.43
560.0,4.50
558.0,5.40
556.0,5.86
554.0,5.74
552.0,5.01
550.0,3.98
548.0,3.02
546.0,2.32
544.0,1.88
542.0,1.61
540.0,1.47
538.0,1.41
536.0,1.44
534.0,1.55
532.0,1.77
530.0,2.14
528.0,2.71
526.0,3.49
524.0,4.31
522.0,4.76
520.0,4.55
518.0,3.78
516.0,2.84
514.0,2.06
512.0,1.53
510.0,1.20
508.0,1.00
506.0,0.88
504.0,0.81
502.0,0.79
500.0,0.80
498.0,0.83
496.0,0.90
494.0,1.01
492.0,1.16
490.0,1.31
488.0,1.40
486.0,1.38
484.0,1.22
482.0,1.01
480.0,0.81
478.0,0.66
476.0,0.54
474.0,0.46
472.0,0.42
470.0,0.40
468.0,0.40
466.0,0.43
464.0,0.49
462.0,0.59
460.0,0.73
458.0,0.94
456.0,1.25
454.0,1.62
452.0,1.91
450.0,1.98
448.0,1.80
446.0,1.50
444.0,1.21
442.0,1.02
440.0,0.91
438.0,0.86
436.0,0.87
434.0,0.94
432.0,1.07
430.0,1.29
428.0,1.67
426.0,2.32
424.0,3.48
422.0,5.68
420.0,9.98
418.0,18.54
416.0,33.87
414.0,53.02
412.0,66.23
410.0,69.88
408.0,69.26
406.0,69.03
404.0,69.86
402.0,70.69
400.0,71.11
398.0,71.88
396.0,74.01
394.0,76.84
392.0,78.12
390.0,76.69
388.0,73.35
386.0,69.95
384.0,67.85
382.0,67.29
380.0,67.16
378.0,65.71
376.0,62.47
374.0,57.91
372.0,52.80
370.0,46.99
368.0,40.29
366.0,33.17
364.0,26.34
362.0,19.45
360.0,12.55
358.0,7.26
356.0,4.23
354.0,2.64
352.0,1.66
350.0,0.97
348.0,0.53
346.0,0.30
344.0,0.17
342.0,0.10
340.0,0.05
338.0,0.03
336.0,0.02
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.01
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
