Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,30.52
898.0,30.14
896.0,29.95
894.0,30.10
892.0,30.18
890.0,30.71
888.0,31.32
886.0,32.20
884.0,33.33
882.0,34.90
880.0,36.52
878.0,38.79
876.0,41.49
874.0,44.55
872.0,48.22
870.0,52.52
868.0,57.14
866.0,62.20
864.0,67.42
862.0,72.49
860.0,76.63
858.0,79.40
856.0,80.10
854.0,78.62
852.0,75.09
850.0,69.99
848.0,64.20
846.0,58.11
844.0,52.38
842.0,47.10
840.0,42.56
838.0,38.70
836.0,35.49
834.0,32.90
832.0,30.89
830.0,29.37
828.0,28.34
826.0,27.77
824.0,27.65
822.0,28.03
820.0,28.96
818.0,30.54
816.0,32.87
814.0,36.12
812.0,40.52
810.0,46.08
808.0,52.58
806.0,58.73
804.0,61.91
802.0,59.38
800.0,50.87
798.0,39.57
796.0,28.98
794.0,20.79
792.0,14.93
790.0,10.86
788.0,8.06
786.0,6.11
784.0,4.72
782.0,3.71
780.0,2.97
778.0,2.42
776.0,2.00
774.0,1.67
772.0,1.42
770.0,1.22
768.0,1.06
766.0,0.93
764.0,0.82
762.0,0.73
760.0,0.66
758.0,0.61
756.0,0.56
754.0,0.52
752.0,0.49
750.0,0.47
748.0,0.45
746.0,0.43
744.0,0.42
742.0,0.42
740.0,0.42
738.0,0.42
736.0,0.43
734.0,0.45
732.0,0.48
730.0,0.51
728.0,0.55
726.0,0.62
724.0,0.70
722.0,0.81
720.0,0.97
718.0,1.18
716.0,1.46
714.0,1.81
712.0,2.18
710.0,2.43
708.0,2.40
706.0,2.08
704.0,1.63
702.0,1.22
700.0,0.90
698.0,0.67
696.0,0.52
694.0,0.41
692.0,0.33
690.0,0.27
688.0,0.23
686.0,0.19
684.0,0.17
682.0,0.15
680.0,0.14
678.0,0.13
676.0,0.12
674.0,0.11
672.0,0.11
670.0,0.11
668.0,0.11
666.0,0.11
664.0,0.12
662.0,0.13
660.0,0.14
658.0,0.15
656.0,0.18
654.0,0.21
652.0,0.27
650.0,0.36
648.0,0.51
646.0,0.76
644.0,1.12
642.0,1.40
640.0,1.31
638.0,0.92
636.0,0.57
634.0,0.35
632.0,0.23
630.0,0.16
628.0,0.12
626.0,0.09
624.0,0.08
622.0,0.06
620.0,0.05
618.0,0.05
616.0,0.04
614.0,0.04
612.0,0.04
610.0,0.03
608.0,0.03
606.0,0.03
604.0,0.03
602.0,0.03
600.0,0.04
598.0,0.04
596.0,0.04
594.0,0.05
592.0,0.05
590.0,0.06
588.0,0.08
586.0,0.10
584.0,0.13
582.0,0.18
580.0,0.27
578.0,0.43
576.0,0.68
574.0,0.93
572.0,0.96
570.0,0.77
568.0,0.55
566.0,0.39
564.0,0.29
562.0,0.23
560.0,0.20
558.0,0.18
556.0,0.17
554.0,0.17
552.0,0.18
550.0,0.20
548.0,0.24
546.0,0.29
544.0,0.37
542.0,0.47
540.0,0.57
538.0,0.60
536.0,0.53
534.0,0.41
532.0,0.30
530.0,0.22
528.0,0.16
526.0,0.13
524.0,0.10
522.0,0.09
520.0,0.08
518.0,0.08
516.0,0.08
514.0,0.09
512.0,0.10
510.0,0.13
508.0,0.18
506.0,0.24
504.0,0.34
502.0,0.48
500.0,0.64
498.0,0.73
496.0,0.67
494.0,0.51
492.0,0.37
490.0,0.27
488.0,0.21
486.0,0.17
484.0,0.14
482.0,0.11
480.0,0.10
478.0,0.10
476.0,0.11
474.0,0.13
472.0,0.16
470.0,0.20
468.0,0.26
466.0,0.37
464.0,0.54
462.0,0.81
460.0,1.29
458.0,2.16
456.0,3.89
454.0,7.50
452.0,14.84
450.0,27.96
448.0,46.45
446.0,65.00
444.0,78.48
442.0,86.06
440.0,89.82
438.0,91.29
436.0,91.55
434.0,91.39
432.0,91.26
430.0,91.06
428.0,90.74
426.0,90.34
424.0,90.15
422.0,90.32
420.0,90.80
418.0,91.18
416.0,91.19
414.0,90.81
412.0,90.42
410.0,90.22
408.0,90.24
406.0,90.10
404.0,89.59
402.0,88.85
400.0,88.15
398.0,87.72
396.0,87.26
394.0,86.39
392.0,85.14
390.0,83.74
388.0,82.39
386.0,80.79
384.0,78.63
382.0,75.98
380.0,72.85
378.0,68.42
376.0,63.21
374.0,57.79
372.0,52.64
370.0,46.98
368.0,40.40
366.0,34.23
364.0,29.31
362.0,24.40
360.0,18.79
358.0,13.50
356.0,9.05
354.0,5.50
352.0,2.97
350.0,1.41
348.0,0.60
346.0,0.24
344.0,0.10
342.0,0.05
340.0,0.02
338.0,0.01
336.0,0.01
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.01
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
