0,bottom.csv,250,0.685
0,left.csv,250,0.6537
0,right.csv,250,0.6668
0,top.csv,250,0.5985
45,bottom.csv,250,0.4953
45,left.csv,250,0.4589
45,right.csv,250,0.4629
45,top.csv,250,0.4206
0,bottom.csv,252,0.6124
0,left.csv,252,0.6791
0,right.csv,252,0.6783
0,top.csv,252,0.6764
45,bottom.csv,252,0.6755
45,left.csv,252,0.5311
45,right.csv,252,0.5894
45,top.csv,252,0.488
0,bottom.csv,254,0.3871
0,left.csv,254,0.5428
0,right.csv,254,0.4788
0,top.csv,254,0.6393
45,bottom.csv,254,0.7719
45,left.csv,254,0.7039
45,right.csv,254,0.7421
45,top.csv,254,0.6405
0,bottom.csv,256,0.3879
0,left.csv,256,0.3626
0,right.csv,256,0.3737
0,top.csv,256,0.4342
45,bottom.csv,256,0.7559
45,left.csv,256,0.7595
45,right.csv,256,0.7634
45,top.csv,256,0.7561
0,bottom.csv,258,0.3722
0,left.csv,258,0.4126
0,right.csv,258,0.4179
0,top.csv,258,0.3738
45,bottom.csv,258,0.7654
45,left.csv,258,0.7276
45,right.csv,258,0.7426
45,top.csv,258,0.7503
0,bottom.csv,260,0.2901
0,left.csv,260,0.3364
0,right.csv,260,0.2891
0,top.csv,260,0.4037
45,bottom.csv,260,0.785
45,left.csv,260,0.7509
45,right.csv,260,0.781
45,top.csv,260,0.7383
0,bottom.csv,262,0.4777
0,left.csv,262,0.3205
0,right.csv,262,0.3871
0,top.csv,262,0.2881
45,bottom.csv,262,0.7259
45,left.csv,262,0.7519
45,right.csv,262,0.7284
45,top.csv,262,0.774
0,bottom.csv,264,0.5572
0,left.csv,264,0.5321
0,right.csv,264,0.5351
0,top.csv,264,0.4169
45,bottom.csv,264,0.7269
45,left.csv,264,0.6983
45,right.csv,264,0.6951
45,top.csv,264,0.7159
0,bottom.csv,266,0.6746
0,left.csv,266,0.5761
0,right.csv,266,0.5864
0,top.csv,266,0.5524
45,bottom.csv,266,0.7849
45,left.csv,266,0.725
45,right.csv,266,0.7423
45,top.csv,266,0.703
0,bottom.csv,268,0.8114
0,left.csv,268,0.7165
0,right.csv,268,0.7627
0,top.csv,268,0.6107
45,bottom.csv,268,0.8476
45,left.csv,268,0.7885
45,right.csv,268,0.8181
45,top.csv,268,0.7584
0,bottom.csv,270,0.8328
0,left.csv,270,0.8218
0,right.csv,270,0.8243
0,top.csv,270,0.7748
45,bottom.csv,270,0.8403
45,left.csv,270,0.8333
45,right.csv,270,0.8362
45,top.csv,270,0.8255
0,bottom.csv,272,0.7978
0,left.csv,272,0.8218
0,right.csv,272,0.8127
0,top.csv,272,0.8256
45,bottom.csv,272,0.8377
45,left.csv,272,0.8245
45,right.csv,272,0.8306
45,top.csv,272,0.8362
0,bottom.csv,274,0.8156
0,left.csv,274,0.7834
0,right.csv,274,0.7972
0,top.csv,274,0.7997
45,bottom.csv,274,0.833
45,left.csv,274,0.8258
45,right.csv,274,0.8393
45,top.csv,274,0.83
0,bottom.csv,276,0.7873
0,left.csv,276,0.8093
0,right.csv,276,0.8063
0,top.csv,276,0.789
45,bottom.csv,276,0.7845
45,left.csv,276,0.8133
45,right.csv,276,0.7949
45,top.csv,276,0.8351
0,bottom.csv,278,0.7543
0,left.csv,278,0.7687
0,right.csv,278,0.7392
0,top.csv,278,0.8014
45,bottom.csv,278,0.7886
45,left.csv,278,0.7626
45,right.csv,278,0.7736
45,top.csv,278,0.7922
0,bottom.csv,280,0.7898
0,left.csv,280,0.7508
0,right.csv,280,0.7571
0,top.csv,280,0.7411
45,bottom.csv,280,0.8166
45,left.csv,280,0.7698
45,right.csv,280,0.8238
45,top.csv,280,0.7666
0,bottom.csv,282,0.8043
0,left.csv,282,0.7943
0,right.csv,282,0.7804
0,top.csv,282,0.761
45,bottom.csv,282,0.6766
45,left.csv,282,0.7915
45,right.csv,282,0.7644
45,top.csv,282,0.8135
0,bottom.csv,284,0.8516
0,left.csv,284,0.8102
0,right.csv,284,0.8121
0,top.csv,284,0.791
45,bottom.csv,284,0.5547
45,left.csv,284,0.6518
45,right.csv,284,0.5956
45,top.csv,284,0.7501
0,bottom.csv,286,0.8616
0,left.csv,286,0.8523
0,right.csv,286,0.8532
0,top.csv,286,0.8183
45,bottom.csv,286,0.6298
45,left.csv,286,0.5386
45,right.csv,286,0.5789
45,top.csv,286,0.5852
0,bottom.csv,288,0.8559
0,left.csv,288,0.8566
0,right.csv,288,0.8382
0,top.csv,288,0.8564
45,bottom.csv,288,0.6659
45,left.csv,288,0.6144
45,right.csv,288,0.6759
45,top.csv,288,0.5745
0,bottom.csv,290,0.8687
0,left.csv,290,0.8562
0,right.csv,290,0.8624
0,top.csv,290,0.8461
45,bottom.csv,290,0.5208
45,left.csv,290,0.6519
45,right.csv,290,0.5894
45,top.csv,290,0.6729
0,bottom.csv,292,0.8394
0,left.csv,292,0.8658
0,right.csv,292,0.8501
0,top.csv,292,0.8599
45,bottom.csv,292,0.4565
45,left.csv,292,0.5136
45,right.csv,292,0.4509
45,top.csv,292,0.5947
0,bottom.csv,294,0.795
0,left.csv,294,0.8336
0,right.csv,294,0.798
0,top.csv,294,0.8549
45,bottom.csv,294,0.5925
45,left.csv,294,0.4513
45,right.csv,294,0.4915
45,top.csv,294,0.4612
0,bottom.csv,296,0.7886
0,left.csv,296,0.7874
0,right.csv,296,0.7856
0,top.csv,296,0.8096
