Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,62.75
898.0,60.34
896.0,55.56
894.0,53.87
892.0,51.70
890.0,48.56
888.0,47.13
886.0,44.87
884.0,42.82
882.0,41.15
880.0,39.35
878.0,38.54
876.0,37.31
874.0,36.69
872.0,35.79
870.0,36.05
868.0,36.56
866.0,36.60
864.0,37.18
862.0,38.31
860.0,40.34
858.0,40.85
856.0,42.87
854.0,45.22
852.0,47.98
850.0,51.06
848.0,54.67
846.0,58.67
844.0,62.95
842.0,67.62
840.0,72.24
838.0,76.61
836.0,80.24
834.0,82.79
832.0,83.51
830.0,82.94
828.0,80.46
826.0,76.55
824.0,71.47
822.0,65.94
820.0,60.33
818.0,54.99
816.0,50.16
814.0,45.86
812.0,42.36
810.0,39.58
808.0,37.07
806.0,35.12
804.0,33.74
802.0,32.88
800.0,32.52
798.0,32.72
796.0,33.49
794.0,34.93
792.0,36.96
790.0,39.57
788.0,42.58
786.0,45.87
784.0,48.88
782.0,50.98
780.0,51.26
778.0,48.81
776.0,43.42
774.0,36.11
772.0,28.45
770.0,21.58
768.0,16.14
766.0,12.04
764.0,9.07
762.0,6.92
760.0,5.38
758.0,4.23
756.0,3.39
754.0,2.75
752.0,2.26
750.0,1.89
748.0,1.59
746.0,1.37
744.0,1.19
742.0,1.04
740.0,0.91
738.0,0.81
736.0,0.73
734.0,0.67
732.0,0.61
730.0,0.59
728.0,0.55
726.0,0.52
724.0,0.49
722.0,0.49
720.0,0.48
718.0,0.48
716.0,0.48
714.0,0.49
712.0,0.51
710.0,0.54
708.0,0.59
706.0,0.63
704.0,0.72
702.0,0.83
700.0,0.97
698.0,1.14
696.0,1.38
694.0,1.66
692.0,1.95
690.0,2.19
688.0,2.29
686.0,2.20
684.0,1.93
682.0,1.55
680.0,1.20
678.0,0.91
676.0,0.69
674.0,0.54
672.0,0.42
670.0,0.33
668.0,0.27
666.0,0.24
664.0,0.20
662.0,0.18
660.0,0.17
658.0,0.15
656.0,0.13
654.0,0.12
652.0,0.13
650.0,0.12
648.0,0.12
646.0,0.13
644.0,0.13
642.0,0.15
640.0,0.17
638.0,0.20
636.0,0.23
634.0,0.30
632.0,0.42
630.0,0.58
628.0,0.76
626.0,1.02
624.0,1.34
622.0,1.50
620.0,1.30
618.0,0.90
616.0,0.56
614.0,0.36
612.0,0.25
610.0,0.17
608.0,0.13
606.0,0.11
604.0,0.09
602.0,0.08
600.0,0.07
598.0,0.06
596.0,0.06
594.0,0.05
592.0,0.05
590.0,0.06
588.0,0.05
586.0,0.05
584.0,0.05
582.0,0.06
580.0,0.07
578.0,0.08
576.0,0.10
574.0,0.12
572.0,0.16
570.0,0.21
568.0,0.32
566.0,0.48
564.0,0.71
562.0,0.87
560.0,0.81
558.0,0.62
556.0,0.44
554.0,0.31
552.0,0.22
550.0,0.15
548.0,0.11
546.0,0.09
544.0,0.08
542.0,0.09
540.0,0.09
538.0,0.09
536.0,0.12
534.0,0.15
532.0,0.22
530.0,0.30
528.0,0.35
526.0,0.34
524.0,0.25
522.0,0.14
520.0,0.05
518.0,0.00
516.0,0.00
514.0,0.00
512.0,0.02
510.0,0.10
508.0,0.20
506.0,0.31
504.0,0.45
502.0,0.57
500.0,0.65
498.0,0.67
496.0,0.67
494.0,0.68
492.0,0.74
490.0,0.83
488.0,0.89
486.0,0.83
484.0,0.62
482.0,0.29
480.0,0.06
478.0,0.01
476.0,0.00
474.0,0.00
472.0,0.00
470.0,0.00
468.0,0.07
466.0,0.18
464.0,0.32
462.0,0.49
460.0,0.68
458.0,0.85
456.0,1.05
454.0,1.35
452.0,1.83
450.0,2.64
448.0,4.15
446.0,7.08
444.0,12.94
442.0,24.28
440.0,42.44
438.0,63.54
436.0,79.66
434.0,87.71
432.0,90.10
430.0,90.53
428.0,90.77
426.0,91.06
424.0,91.04
422.0,91.12
420.0,91.19
418.0,91.16
416.0,90.77
414.0,89.88
412.0,88.59
410.0,87.35
408.0,87.16
406.0,87.76
404.0,88.65
402.0,88.88
400.0,88.38
398.0,87.50
396.0,86.74
394.0,86.22
392.0,85.19
390.0,83.00
388.0,80.67
386.0,78.35
384.0,76.25
382.0,74.17
380.0,71.70
378.0,67.61
376.0,61.28
374.0,52.96
372.0,45.24
370.0,40.30
368.0,36.91
366.0,31.35
364.0,23.45
362.0,17.43
360.0,14.27
358.0,11.88
356.0,8.78
354.0,5.72
352.0,3.44
350.0,1.91
348.0,0.95
346.0,0.49
344.0,0.29
342.0,0.19
340.0,0.17
338.0,0.18
336.0,0.16
334.0,0.19
332.0,0.21
330.0,0.23
328.0,0.25
326.0,0.26
324.0,0.29
322.0,0.33
320.0,0.31
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
