Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,96.53
898.0,95.55
896.0,96.14
894.0,96.45
892.0,96.78
890.0,96.54
888.0,96.33
886.0,96.49
884.0,96.33
882.0,96.55
880.0,96.62
878.0,96.39
876.0,95.83
874.0,95.81
872.0,95.35
870.0,95.27
868.0,94.91
866.0,94.51
864.0,94.29
862.0,93.87
860.0,93.52
858.0,93.32
856.0,92.91
854.0,92.65
852.0,92.29
850.0,91.96
848.0,91.63
846.0,91.35
844.0,91.09
842.0,90.81
840.0,90.56
838.0,90.35
836.0,90.15
834.0,89.95
832.0,89.75
830.0,89.60
828.0,89.46
826.0,89.41
824.0,89.34
822.0,89.33
820.0,89.38
818.0,89.45
816.0,89.57
814.0,89.69
812.0,89.87
810.0,89.98
808.0,90.23
806.0,90.55
804.0,90.97
802.0,91.40
800.0,91.84
798.0,92.30
796.0,92.71
794.0,93.07
792.0,93.38
790.0,93.54
788.0,93.54
786.0,93.45
784.0,93.14
782.0,92.70
780.0,92.19
778.0,91.65
776.0,91.07
774.0,90.49
772.0,89.98
770.0,89.51
768.0,89.13
766.0,88.76
764.0,88.45
762.0,88.22
760.0,88.09
758.0,88.01
756.0,87.97
754.0,88.05
752.0,88.25
750.0,88.57
748.0,89.07
746.0,89.75
744.0,90.57
742.0,91.46
740.0,92.26
738.0,92.77
736.0,92.80
734.0,92.28
732.0,91.23
730.0,89.81
728.0,88.28
726.0,86.88
724.0,85.75
722.0,84.90
720.0,84.25
718.0,83.76
716.0,83.37
714.0,83.06
712.0,82.83
710.0,82.63
708.0,82.46
706.0,82.31
704.0,82.16
702.0,82.05
700.0,81.95
698.0,81.88
696.0,81.86
694.0,81.96
692.0,82.25
690.0,82.86
688.0,83.85
686.0,84.80
684.0,85.12
682.0,84.60
680.0,83.23
678.0,81.49
676.0,80.14
674.0,79.39
672.0,78.97
670.0,78.68
668.0,78.49
666.0,78.36
664.0,78.25
662.0,78.18
660.0,78.12
658.0,78.08
656.0,78.06
654.0,78.04
652.0,78.02
650.0,78.00
648.0,77.98
646.0,77.99
644.0,77.99
642.0,77.99
640.0,78.04
638.0,78.13
636.0,78.18
634.0,78.12
632.0,78.00
630.0,77.79
628.0,77.55
626.0,77.38
624.0,77.27
622.0,77.17
620.0,77.08
618.0,76.98
616.0,76.89
614.0,76.82
612.0,76.78
610.0,76.73
608.0,76.70
606.0,76.68
604.0,76.66
602.0,76.65
600.0,76.64
598.0,76.63
596.0,76.62
594.0,76.62
592.0,76.60
590.0,76.57
588.0,76.55
586.0,76.52
584.0,76.47
582.0,76.44
580.0,76.40
578.0,76.36
576.0,76.36
574.0,76.38
572.0,76.41
570.0,76.47
568.0,76.56
566.0,76.67
564.0,76.82
562.0,76.99
560.0,77.18
558.0,77.39
556.0,77.60
554.0,77.83
552.0,78.07
550.0,78.32
548.0,78.59
546.0,78.84
544.0,79.15
542.0,79.51
540.0,79.93
538.0,80.42
536.0,81.02
534.0,81.71
532.0,82.47
530.0,83.31
528.0,84.15
526.0,84.96
524.0,85.66
522.0,86.14
520.0,86.30
518.0,86.08
516.0,85.38
514.0,84.12
512.0,82.32
510.0,80.02
508.0,77.26
506.0,74.14
504.0,70.76
502.0,67.31
500.0,64.01
498.0,60.97
496.0,58.36
494.0,56.38
492.0,55.22
490.0,55.03
488.0,55.79
486.0,57.53
484.0,60.25
482.0,64.16
480.0,68.36
478.0,71.56
476.0,73.56
474.0,74.34
472.0,73.97
470.0,72.57
468.0,70.45
466.0,67.98
464.0,65.52
462.0,63.49
460.0,62.16
458.0,61.69
456.0,62.15
454.0,63.48
452.0,65.41
450.0,67.49
448.0,69.27
446.0,70.27
444.0,70.96
442.0,71.38
440.0,71.14
438.0,70.69
436.0,70.44
434.0,70.57
432.0,70.95
430.0,71.22
428.0,70.82
426.0,69.37
424.0,66.74
422.0,63.20
420.0,59.38
418.0,55.85
416.0,53.14
414.0,51.50
412.0,50.65
410.0,49.85
408.0,48.31
406.0,45.43
404.0,41.30
402.0,36.63
400.0,32.36
398.0,29.22
396.0,27.60
394.0,27.70
392.0,29.45
390.0,32.42
388.0,35.64
386.0,37.78
384.0,37.94
382.0,36.49
380.0,34.71
378.0,33.37
376.0,33.16
374.0,33.55
372.0,33.77
370.0,32.88
368.0,30.43
366.0,26.66
364.0,22.34
362.0,18.18
360.0,14.29
358.0,10.63
356.0,7.43
354.0,4.93
352.0,3.12
350.0,1.88
348.0,1.07
346.0,0.58
344.0,0.30
342.0,0.14
340.0,0.07
338.0,0.03
336.0,0.02
334.0,0.02
332.0,0.01
330.0,0.01
328.0,0.02
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
