Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,38.61
898.0,35.36
896.0,34.23
894.0,33.67
892.0,36.16
890.0,33.69
888.0,35.72
886.0,36.73
884.0,37.89
882.0,38.42
880.0,40.40
878.0,42.96
876.0,44.84
874.0,48.66
872.0,52.79
870.0,56.78
868.0,61.58
866.0,65.90
864.0,71.60
862.0,77.20
860.0,83.04
858.0,85.59
856.0,87.13
854.0,87.23
852.0,84.51
850.0,80.13
848.0,74.29
846.0,68.47
844.0,62.07
842.0,55.96
840.0,50.60
838.0,46.08
836.0,42.11
834.0,38.91
832.0,36.11
830.0,33.93
828.0,32.39
826.0,31.38
824.0,30.73
822.0,30.62
820.0,30.96
818.0,31.75
816.0,33.27
814.0,35.34
812.0,38.29
810.0,41.93
808.0,46.05
806.0,50.32
804.0,53.41
802.0,53.70
800.0,49.97
798.0,42.82
796.0,34.05
794.0,25.90
792.0,19.28
790.0,14.20
788.0,10.59
786.0,8.03
784.0,6.16
782.0,4.81
780.0,3.78
778.0,3.02
776.0,2.47
774.0,2.00
772.0,1.66
770.0,1.42
768.0,1.18
766.0,1.04
764.0,0.90
762.0,0.76
760.0,0.67
758.0,0.59
756.0,0.55
754.0,0.50
752.0,0.46
750.0,0.44
748.0,0.41
746.0,0.40
744.0,0.35
742.0,0.37
740.0,0.38
738.0,0.37
736.0,0.35
734.0,0.37
732.0,0.41
730.0,0.43
728.0,0.47
726.0,0.51
724.0,0.56
722.0,0.65
720.0,0.77
718.0,0.89
716.0,1.07
714.0,1.33
712.0,1.65
710.0,1.96
708.0,2.17
706.0,2.19
704.0,1.93
702.0,1.57
700.0,1.19
698.0,0.89
696.0,0.67
694.0,0.51
692.0,0.40
690.0,0.32
688.0,0.24
686.0,0.18
684.0,0.17
682.0,0.14
680.0,0.11
678.0,0.11
676.0,0.09
674.0,0.08
672.0,0.07
670.0,0.10
668.0,0.10
666.0,0.08
664.0,0.09
662.0,0.10
660.0,0.09
658.0,0.12
656.0,0.15
654.0,0.18
652.0,0.22
650.0,0.29
648.0,0.38
646.0,0.55
644.0,0.88
642.0,1.30
640.0,1.46
638.0,1.16
636.0,0.71
634.0,0.41
632.0,0.26
630.0,0.18
628.0,0.13
626.0,0.08
624.0,0.06
622.0,0.04
620.0,0.05
618.0,0.06
616.0,0.04
614.0,0.03
612.0,0.03
610.0,0.03
608.0,0.02
606.0,0.01
604.0,0.02
602.0,0.04
600.0,0.05
598.0,0.04
596.0,0.03
594.0,0.04
592.0,0.07
590.0,0.07
588.0,0.06
586.0,0.08
584.0,0.10
582.0,0.14
580.0,0.22
578.0,0.33
576.0,0.51
574.0,0.72
572.0,0.77
570.0,0.62
568.0,0.44
566.0,0.33
564.0,0.28
562.0,0.19
560.0,0.08
558.0,0.04
556.0,0.04
554.0,0.02
552.0,0.01
550.0,0.03
548.0,0.05
546.0,0.06
544.0,0.10
542.0,0.19
540.0,0.25
538.0,0.25
536.0,0.18
534.0,0.05
532.0,0.00
530.0,0.00
528.0,0.00
526.0,0.00
524.0,0.00
522.0,0.00
520.0,0.00
518.0,0.00
516.0,0.00
514.0,0.00
512.0,0.00
510.0,0.07
508.0,0.33
506.0,0.64
504.0,1.00
502.0,1.34
500.0,1.60
498.0,1.72
496.0,1.61
494.0,1.32
492.0,1.02
490.0,0.77
488.0,0.57
486.0,0.37
484.0,0.15
482.0,0.00
480.0,0.00
478.0,0.00
476.0,0.00
474.0,0.00
472.0,0.00
470.0,0.00
468.0,0.04
466.0,0.34
464.0,0.76
462.0,1.33
460.0,2.02
458.0,2.98
456.0,4.51
454.0,7.35
452.0,12.71
450.0,22.68
448.0,39.63
446.0,62.04
444.0,81.55
442.0,91.07
440.0,93.38
438.0,93.12
436.0,93.06
434.0,93.06
432.0,93.20
430.0,93.26
428.0,93.46
426.0,93.66
424.0,93.72
422.0,93.26
420.0,92.33
418.0,91.61
416.0,91.34
414.0,91.53
412.0,92.17
410.0,92.32
408.0,91.62
406.0,90.70
404.0,90.11
402.0,90.14
400.0,90.20
398.0,89.50
396.0,87.68
394.0,85.32
392.0,84.06
390.0,83.71
388.0,83.04
386.0,81.23
384.0,78.55
382.0,76.02
380.0,72.44
378.0,66.67
376.0,60.15
374.0,56.43
372.0,53.17
370.0,46.72
368.0,38.15
366.0,31.49
364.0,27.54
362.0,23.45
360.0,17.84
358.0,12.67
356.0,8.61
354.0,5.28
352.0,2.95
350.0,1.60
348.0,0.86
346.0,0.56
344.0,0.42
342.0,0.44
340.0,0.38
338.0,0.38
336.0,0.40
334.0,0.51
332.0,0.58
330.0,0.61
328.0,0.65
326.0,0.63
324.0,0.78
322.0,0.86
320.0,0.83
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
