Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,90.03
898.0,90.49
896.0,89.60
894.0,89.24
892.0,88.09
890.0,87.78
888.0,87.12
886.0,86.69
884.0,86.44
882.0,86.63
880.0,86.10
878.0,85.65
876.0,85.49
874.0,85.48
872.0,85.29
870.0,85.30
868.0,85.18
866.0,85.40
864.0,85.73
862.0,85.60
860.0,85.80
858.0,86.18
856.0,86.72
854.0,86.72
852.0,87.04
850.0,87.33
848.0,87.66
846.0,87.89
844.0,88.04
842.0,87.94
840.0,87.75
838.0,87.31
836.0,86.54
834.0,85.58
832.0,84.28
830.0,82.67
828.0,80.77
826.0,78.61
824.0,76.39
822.0,73.93
820.0,71.40
818.0,68.82
816.0,66.29
814.0,63.90
812.0,61.60
810.0,59.65
808.0,57.63
806.0,55.86
804.0,54.41
802.0,53.25
800.0,52.33
798.0,51.76
796.0,51.57
794.0,51.54
792.0,51.52
790.0,51.41
788.0,51.16
786.0,50.78
784.0,50.45
782.0,50.29
780.0,50.44
778.0,51.05
776.0,52.08
774.0,53.62
772.0,55.61
770.0,58.05
768.0,60.82
766.0,63.79
764.0,66.99
762.0,70.19
760.0,73.10
758.0,75.43
756.0,77.06
754.0,77.70
752.0,77.26
750.0,75.84
748.0,73.62
746.0,70.78
744.0,67.62
742.0,64.16
740.0,60.34
738.0,56.33
736.0,52.42
734.0,48.87
732.0,45.91
730.0,43.65
728.0,42.06
726.0,41.11
724.0,40.84
722.0,41.22
720.0,42.22
718.0,43.87
716.0,46.14
714.0,48.93
712.0,51.83
710.0,54.14
708.0,54.99
706.0,53.69
704.0,50.04
702.0,44.52
700.0,38.05
698.0,31.56
696.0,25.68
694.0,20.56
692.0,16.27
690.0,12.84
688.0,10.15
686.0,8.03
684.0,6.41
682.0,5.18
680.0,4.24
678.0,3.53
676.0,2.98
674.0,2.56
672.0,2.22
670.0,1.96
668.0,1.75
666.0,1.59
664.0,1.46
662.0,1.36
660.0,1.30
658.0,1.25
656.0,1.22
654.0,1.22
652.0,1.23
650.0,1.24
648.0,1.26
646.0,1.28
644.0,1.33
642.0,1.43
640.0,1.57
638.0,1.75
636.0,2.01
634.0,2.35
632.0,2.76
630.0,3.22
628.0,3.63
626.0,3.87
624.0,3.86
622.0,3.61
620.0,3.19
618.0,2.71
616.0,2.25
614.0,1.83
612.0,1.48
610.0,1.20
608.0,0.99
606.0,0.82
604.0,0.70
602.0,0.62
600.0,0.56
598.0,0.52
596.0,0.50
594.0,0.47
592.0,0.45
590.0,0.45
588.0,0.46
586.0,0.48
584.0,0.52
582.0,0.58
580.0,0.67
578.0,0.80
576.0,1.00
574.0,1.32
572.0,1.83
570.0,2.59
568.0,3.51
566.0,4.23
564.0,4.40
562.0,4.04
560.0,3.42
558.0,2.79
556.0,2.22
554.0,1.74
552.0,1.38
550.0,1.13
548.0,0.98
546.0,0.89
544.0,0.85
542.0,0.86
540.0,0.92
538.0,1.03
536.0,1.23
534.0,1.55
532.0,2.03
530.0,2.68
528.0,3.29
526.0,3.54
524.0,3.27
522.0,2.69
520.0,2.06
518.0,1.53
516.0,1.15
514.0,0.90
512.0,0.76
510.0,0.69
508.0,0.66
506.0,0.68
504.0,0.72
502.0,0.79
500.0,0.88
498.0,1.00
496.0,1.13
494.0,1.26
492.0,1.29
490.0,1.21
488.0,1.04
486.0,0.84
484.0,0.66
482.0,0.49
480.0,0.38
478.0,0.33
476.0,0.30
474.0,0.28
472.0,0.29
470.0,0.31
468.0,0.37
466.0,0.45
464.0,0.59
462.0,0.80
460.0,1.08
458.0,1.41
456.0,1.70
454.0,1.78
452.0,1.64
450.0,1.38
448.0,1.13
446.0,0.94
444.0,0.78
442.0,0.71
440.0,0.70
438.0,0.74
436.0,0.82
434.0,0.98
432.0,1.22
430.0,1.63
428.0,2.34
426.0,3.62
424.0,6.10
422.0,11.13
420.0,20.98
418.0,37.28
416.0,55.55
414.0,66.22
412.0,68.49
410.0,68.06
408.0,68.32
406.0,69.60
404.0,70.83
402.0,71.67
400.0,72.79
398.0,74.96
396.0,77.51
394.0,78.50
392.0,77.27
390.0,74.54
388.0,71.44
386.0,68.94
384.0,67.60
382.0,67.07
380.0,66.39
378.0,64.37
376.0,61.63
374.0,57.70
372.0,52.64
370.0,46.47
368.0,39.50
366.0,32.30
364.0,25.04
362.0,17.53
360.0,10.83
358.0,6.43
356.0,4.06
354.0,2.68
352.0,1.67
350.0,0.95
348.0,0.55
346.0,0.34
344.0,0.20
342.0,0.12
340.0,0.07
338.0,0.05
336.0,0.04
334.0,0.03
332.0,0.04
330.0,0.04
328.0,0.05
326.0,0.05
324.0,0.05
322.0,0.05
320.0,0.06
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
