AOI,trans,refl
0,92.13633825342886,0.1915439366655991
10,92.2828673038356,0.15555171518087474
20,91.58591238131852,5.765373407991949
30,89.66047742332205,7.5313330143421116
40,82.41920957591815,13.72741179986213
45,70.911655219571,29.64820283947765
50,47.325392444569445,50.53596775268273
60,12.925739391662486,79.68427917382957
70,5.656692766040075,79.96624377363804
