AOI,trans,refl
0,73.72983123735763,0.7695180758230592
10,74.6238526387749,0.20578591219783388
20,67.88638404858095,24.242093990104397
30,46.738332166738076,45.553216883606055
40,12.14329008059758,73.49789038177434
45,6.627869336999799,79.77414077241947
50,6.080412926922125,87.80164141229542
60,6.7742660308932985,84.02162803557533
70,11.85968669332158,77.31739298062088
