AOI,trans,refl
0,91.47587084764787,0.7298917599212158
10,91.51551258579924,0.7343066102298205
20,92.31931724522964,3.7785439423407423
30,91.75514730315109,4.229867508533467
40,90.50374399662287,5.382598026018864
45,88.93223169472122,6.836956448151846
50,86.06475781151893,8.769620496930388
60,62.95322387428135,29.813335216126934
70,31.115751774544304,57.467440856567144
