AOI,trans,refl
0,83.61746004525916,0.06352182453505441
10,83.78745258240133,0.6135997783486589
20,81.93001019406448,11.24384623169363
30,73.86398412124632,21.074489368152314
40,36.19788293393015,59.49157002974933
45,15.88327610603604,75.39763602473587
50,6.733708557399215,82.74650025542617
60,8.686445380018963,77.46916661300062
70,15.328227478334423,76.69810399668708
