Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,95.13
898.0,95.41
896.0,95.51
894.0,95.13
892.0,95.38
890.0,95.00
888.0,95.63
886.0,95.93
884.0,95.81
882.0,96.25
880.0,95.90
878.0,95.85
876.0,95.97
874.0,95.61
872.0,95.63
870.0,95.30
868.0,94.86
866.0,94.48
864.0,94.10
862.0,93.78
860.0,93.52
858.0,93.12
856.0,92.77
854.0,92.53
852.0,92.04
850.0,91.66
848.0,91.27
846.0,90.99
844.0,90.67
842.0,90.35
840.0,90.01
838.0,89.74
836.0,89.50
834.0,89.31
832.0,89.11
830.0,88.90
828.0,88.70
826.0,88.53
824.0,88.46
822.0,88.43
820.0,88.44
818.0,88.45
816.0,88.54
814.0,88.66
812.0,88.74
810.0,88.75
808.0,88.99
806.0,89.29
804.0,89.64
802.0,90.06
800.0,90.47
798.0,90.93
796.0,91.39
794.0,91.86
792.0,92.27
790.0,92.60
788.0,92.83
786.0,92.91
784.0,92.80
782.0,92.54
780.0,92.14
778.0,91.57
776.0,91.04
774.0,90.46
772.0,89.90
770.0,89.35
768.0,88.88
766.0,88.48
764.0,88.11
762.0,87.81
760.0,87.52
758.0,87.30
756.0,87.20
754.0,87.16
752.0,87.21
750.0,87.33
748.0,87.61
746.0,88.10
744.0,88.77
742.0,89.58
740.0,90.44
738.0,91.26
736.0,91.79
734.0,91.87
732.0,91.35
730.0,90.27
728.0,88.85
726.0,87.29
724.0,85.87
722.0,84.76
720.0,83.94
718.0,83.33
716.0,82.89
714.0,82.57
712.0,82.30
710.0,82.09
708.0,81.93
706.0,81.77
704.0,81.65
702.0,81.53
700.0,81.41
698.0,81.31
696.0,81.27
694.0,81.29
692.0,81.42
690.0,81.72
688.0,82.42
686.0,83.49
684.0,84.36
682.0,84.51
680.0,83.73
678.0,82.15
676.0,80.42
674.0,79.22
672.0,78.55
670.0,78.16
668.0,77.91
666.0,77.69
664.0,77.52
662.0,77.42
660.0,77.34
658.0,77.29
656.0,77.26
654.0,77.22
652.0,77.21
650.0,77.22
648.0,77.23
646.0,77.24
644.0,77.26
642.0,77.29
640.0,77.34
638.0,77.42
636.0,77.53
634.0,77.58
632.0,77.55
630.0,77.45
628.0,77.23
626.0,76.99
624.0,76.81
622.0,76.68
620.0,76.56
618.0,76.44
616.0,76.32
614.0,76.22
612.0,76.13
610.0,76.05
608.0,76.01
606.0,75.97
604.0,75.93
602.0,75.91
600.0,75.92
598.0,75.96
596.0,76.00
594.0,76.04
592.0,76.08
590.0,76.11
588.0,76.14
586.0,76.17
584.0,76.20
582.0,76.20
580.0,76.18
578.0,76.16
576.0,76.14
574.0,76.12
572.0,76.12
570.0,76.14
568.0,76.16
566.0,76.20
564.0,76.28
562.0,76.41
560.0,76.58
558.0,76.78
556.0,77.02
554.0,77.29
552.0,77.57
550.0,77.86
548.0,78.19
546.0,78.54
544.0,78.91
542.0,79.30
540.0,79.72
538.0,80.19
536.0,80.73
534.0,81.36
532.0,82.04
530.0,82.82
528.0,83.65
526.0,84.50
524.0,85.37
522.0,86.16
520.0,86.79
518.0,87.17
516.0,87.20
514.0,86.78
512.0,85.80
510.0,84.28
508.0,82.17
506.0,79.50
504.0,76.34
502.0,72.87
500.0,69.28
498.0,65.73
496.0,62.44
494.0,59.65
492.0,57.62
490.0,56.53
488.0,56.45
486.0,57.46
484.0,59.66
482.0,63.36
480.0,67.76
478.0,71.58
476.0,74.57
474.0,76.61
472.0,77.45
470.0,77.10
468.0,75.66
466.0,73.36
464.0,70.58
462.0,67.83
460.0,65.45
458.0,63.74
456.0,62.91
454.0,63.05
452.0,64.03
450.0,65.58
448.0,67.27
446.0,68.60
444.0,69.86
442.0,70.82
440.0,70.92
438.0,70.47
436.0,69.91
434.0,69.63
432.0,69.86
430.0,70.40
428.0,70.82
426.0,70.61
424.0,69.33
422.0,66.88
420.0,63.59
418.0,60.00
416.0,56.73
414.0,54.34
412.0,52.96
410.0,52.20
408.0,51.27
406.0,49.36
404.0,46.03
402.0,41.61
400.0,36.92
398.0,32.88
396.0,30.16
394.0,29.16
392.0,29.98
390.0,32.35
388.0,35.54
386.0,38.28
384.0,39.31
382.0,38.39
380.0,36.52
378.0,34.67
376.0,33.90
374.0,33.80
372.0,33.63
370.0,32.66
368.0,30.35
366.0,26.72
364.0,22.42
362.0,18.20
360.0,14.30
358.0,10.71
356.0,7.53
354.0,5.01
352.0,3.16
350.0,1.90
348.0,1.09
346.0,0.58
344.0,0.30
342.0,0.15
340.0,0.07
338.0,0.03
336.0,0.02
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
