Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,85.79
898.0,85.78
896.0,86.21
894.0,85.69
892.0,86.27
890.0,86.46
888.0,86.17
886.0,86.23
884.0,86.17
882.0,86.09
880.0,86.36
878.0,86.42
876.0,86.40
874.0,86.56
872.0,86.97
870.0,87.08
868.0,87.43
866.0,87.69
864.0,87.81
862.0,88.22
860.0,88.65
858.0,88.89
856.0,89.24
854.0,89.73
852.0,89.96
850.0,90.31
848.0,90.64
846.0,90.95
844.0,91.23
842.0,91.38
840.0,91.76
838.0,91.90
836.0,92.13
834.0,92.20
832.0,92.19
830.0,92.11
828.0,91.90
826.0,91.59
824.0,91.07
822.0,90.40
820.0,89.63
818.0,88.75
816.0,87.87
814.0,86.96
812.0,86.08
810.0,85.20
808.0,84.46
806.0,83.87
804.0,83.36
802.0,82.93
800.0,82.63
798.0,82.48
796.0,82.43
794.0,82.40
792.0,82.52
790.0,82.69
788.0,82.91
786.0,83.21
784.0,83.59
782.0,83.88
780.0,84.11
778.0,84.32
776.0,84.40
774.0,84.38
772.0,84.33
770.0,84.15
768.0,83.80
766.0,83.39
764.0,82.96
762.0,82.52
760.0,81.97
758.0,81.31
756.0,80.39
754.0,78.85
752.0,76.64
750.0,73.89
748.0,70.87
746.0,67.94
744.0,65.25
742.0,62.83
740.0,60.74
738.0,58.94
736.0,57.46
734.0,56.23
732.0,55.27
730.0,54.57
728.0,54.14
726.0,53.98
724.0,54.08
722.0,54.48
720.0,55.19
718.0,56.22
716.0,57.55
714.0,59.21
712.0,61.23
710.0,63.61
708.0,66.14
706.0,68.51
704.0,70.56
702.0,72.19
700.0,73.43
698.0,74.37
696.0,74.85
694.0,74.82
692.0,74.19
690.0,72.95
688.0,71.19
686.0,69.02
684.0,66.55
682.0,63.95
680.0,61.37
678.0,58.92
676.0,56.72
674.0,54.81
672.0,53.29
670.0,52.22
668.0,51.66
666.0,51.66
664.0,52.19
662.0,53.27
660.0,54.82
658.0,56.67
656.0,58.53
654.0,59.93
652.0,60.32
650.0,59.30
648.0,56.75
646.0,52.75
644.0,47.68
642.0,42.03
640.0,36.27
638.0,30.78
636.0,25.82
634.0,21.47
632.0,17.75
630.0,14.63
628.0,12.07
626.0,10.02
624.0,8.38
622.0,7.09
620.0,6.08
618.0,5.28
616.0,4.66
614.0,4.16
612.0,3.78
610.0,3.50
608.0,3.29
606.0,3.14
604.0,3.05
602.0,3.02
600.0,3.04
598.0,3.12
596.0,3.27
594.0,3.49
592.0,3.81
590.0,4.24
588.0,4.79
586.0,5.46
584.0,6.22
582.0,6.97
580.0,7.56
578.0,7.87
576.0,7.83
574.0,7.46
572.0,6.85
570.0,6.10
568.0,5.33
566.0,4.59
564.0,3.93
562.0,3.36
560.0,2.89
558.0,2.52
556.0,2.24
554.0,2.04
552.0,1.91
550.0,1.83
548.0,1.81
546.0,1.83
544.0,1.92
542.0,2.07
540.0,2.31
538.0,2.68
536.0,3.23
534.0,4.06
532.0,5.33
530.0,7.23
528.0,9.89
526.0,13.12
524.0,16.30
522.0,18.63
520.0,19.75
518.0,19.76
516.0,19.03
514.0,17.97
512.0,16.96
510.0,16.22
508.0,15.96
506.0,16.32
504.0,17.18
502.0,17.94
500.0,17.76
498.0,16.18
496.0,13.51
494.0,10.50
492.0,7.83
490.0,5.77
488.0,4.31
486.0,3.34
484.0,2.73
482.0,2.39
480.0,2.23
478.0,2.20
476.0,2.28
474.0,2.47
472.0,2.77
470.0,3.16
468.0,3.54
466.0,3.76
464.0,3.70
462.0,3.37
460.0,2.89
458.0,2.37
456.0,1.92
454.0,1.56
452.0,1.32
450.0,1.16
448.0,1.08
446.0,1.07
444.0,1.12
442.0,1.26
440.0,1.51
438.0,1.91
436.0,2.47
434.0,3.09
432.0,3.55
430.0,3.67
428.0,3.47
426.0,3.09
424.0,2.71
422.0,2.43
420.0,2.29
418.0,2.30
416.0,2.49
414.0,2.92
412.0,3.71
410.0,5.13
408.0,7.74
406.0,12.79
404.0,22.23
402.0,36.53
400.0,50.92
398.0,58.98
396.0,60.68
394.0,60.37
392.0,60.34
390.0,60.07
388.0,58.38
386.0,55.36
384.0,52.37
382.0,50.08
380.0,48.18
378.0,45.41
376.0,42.34
374.0,39.88
372.0,38.39
370.0,36.54
368.0,33.43
366.0,29.45
364.0,24.89
362.0,20.10
360.0,15.32
358.0,10.81
356.0,6.99
354.0,4.12
352.0,2.17
350.0,1.05
348.0,0.49
346.0,0.23
344.0,0.12
342.0,0.06
340.0,0.04
338.0,0.03
336.0,0.02
334.0,0.02
332.0,0.02
330.0,0.02
328.0,0.02
326.0,0.03
324.0,0.03
322.0,0.03
320.0,0.03
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
