Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,89.09
898.0,88.85
896.0,87.61
894.0,87.76
892.0,87.09
890.0,85.95
888.0,85.60
886.0,85.88
884.0,85.27
882.0,85.02
880.0,84.89
878.0,85.15
876.0,85.23
874.0,85.22
872.0,85.06
870.0,85.28
868.0,85.33
866.0,85.73
864.0,85.99
862.0,86.31
860.0,86.82
858.0,87.15
856.0,87.50
854.0,87.76
852.0,88.16
850.0,88.35
848.0,88.22
846.0,88.12
844.0,87.79
842.0,87.12
840.0,86.30
838.0,85.13
836.0,83.61
834.0,81.73
832.0,79.72
830.0,77.44
828.0,74.91
826.0,72.36
824.0,69.72
822.0,67.16
820.0,64.61
818.0,62.17
816.0,59.87
814.0,57.70
812.0,55.78
810.0,54.29
808.0,52.84
806.0,51.68
804.0,50.83
802.0,50.30
800.0,50.06
798.0,50.13
796.0,50.32
794.0,50.58
792.0,50.67
790.0,50.63
788.0,50.50
786.0,50.53
784.0,50.81
782.0,51.49
780.0,52.63
778.0,54.23
776.0,56.26
774.0,58.74
772.0,61.62
770.0,64.73
768.0,67.95
766.0,71.03
764.0,73.79
762.0,75.86
760.0,77.10
758.0,77.39
756.0,76.53
754.0,74.63
752.0,71.94
750.0,68.83
748.0,65.48
746.0,62.01
744.0,58.52
742.0,54.82
740.0,51.04
738.0,47.63
736.0,44.76
734.0,42.59
732.0,41.04
730.0,40.21
728.0,40.01
726.0,40.48
724.0,41.61
722.0,43.42
720.0,45.85
718.0,48.71
716.0,51.61
714.0,53.76
712.0,54.28
710.0,52.50
708.0,48.40
706.0,42.62
704.0,36.09
702.0,29.69
700.0,23.97
698.0,19.07
696.0,15.04
694.0,11.81
692.0,9.27
690.0,7.34
688.0,5.89
686.0,4.77
684.0,3.92
682.0,3.27
680.0,2.77
678.0,2.38
676.0,2.07
674.0,1.83
672.0,1.64
670.0,1.48
668.0,1.37
666.0,1.28
664.0,1.21
662.0,1.16
660.0,1.14
658.0,1.13
656.0,1.15
654.0,1.18
652.0,1.20
650.0,1.22
648.0,1.27
646.0,1.34
644.0,1.46
642.0,1.64
640.0,1.87
638.0,2.18
636.0,2.56
634.0,3.00
632.0,3.41
630.0,3.68
628.0,3.70
626.0,3.48
624.0,3.09
622.0,2.63
620.0,2.18
618.0,1.77
616.0,1.43
614.0,1.15
612.0,0.94
610.0,0.78
608.0,0.67
606.0,0.58
604.0,0.52
602.0,0.48
600.0,0.46
598.0,0.44
596.0,0.43
594.0,0.42
592.0,0.42
590.0,0.43
588.0,0.46
586.0,0.51
584.0,0.58
582.0,0.68
580.0,0.85
578.0,1.10
576.0,1.50
574.0,2.12
572.0,2.95
570.0,3.72
568.0,4.04
566.0,3.81
564.0,3.27
562.0,2.67
560.0,2.11
558.0,1.64
556.0,1.28
554.0,1.02
552.0,0.86
550.0,0.76
548.0,0.71
546.0,0.70
544.0,0.72
542.0,0.78
540.0,0.89
538.0,1.08
536.0,1.37
534.0,1.83
532.0,2.44
530.0,2.99
528.0,3.17
526.0,2.89
524.0,2.35
522.0,1.78
520.0,1.32
518.0,0.99
516.0,0.78
514.0,0.66
512.0,0.60
510.0,0.58
508.0,0.60
506.0,0.64
504.0,0.72
502.0,0.83
500.0,0.96
498.0,1.11
496.0,1.23
494.0,1.27
492.0,1.17
490.0,0.99
488.0,0.79
486.0,0.62
484.0,0.48
482.0,0.36
480.0,0.28
478.0,0.26
476.0,0.25
474.0,0.26
472.0,0.28
470.0,0.32
468.0,0.40
466.0,0.52
464.0,0.72
462.0,1.00
460.0,1.33
458.0,1.62
456.0,1.71
454.0,1.58
452.0,1.33
450.0,1.08
448.0,0.89
446.0,0.76
444.0,0.67
442.0,0.64
440.0,0.67
438.0,0.74
436.0,0.86
434.0,1.07
432.0,1.41
430.0,1.99
428.0,3.00
426.0,4.94
424.0,8.84
422.0,16.76
420.0,31.01
418.0,49.58
416.0,63.65
414.0,68.47
412.0,68.49
410.0,68.56
408.0,69.93
406.0,71.64
404.0,72.99
402.0,74.32
400.0,76.37
398.0,78.76
396.0,80.09
394.0,79.37
392.0,76.93
390.0,73.80
388.0,71.24
386.0,69.75
384.0,69.30
382.0,69.11
380.0,68.14
378.0,65.74
376.0,62.45
374.0,58.09
372.0,52.60
370.0,46.16
368.0,39.14
366.0,32.03
364.0,24.55
362.0,16.61
360.0,10.19
358.0,6.31
356.0,4.21
354.0,2.82
352.0,1.72
350.0,0.98
348.0,0.58
346.0,0.37
344.0,0.22
342.0,0.13
340.0,0.07
338.0,0.05
336.0,0.04
334.0,0.03
332.0,0.04
330.0,0.04
328.0,0.04
326.0,0.05
324.0,0.05
322.0,0.05
320.0,0.06
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
