Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,91.47
898.0,92.15
896.0,92.00
894.0,92.22
892.0,91.95
890.0,91.56
888.0,91.44
886.0,91.51
884.0,91.35
882.0,91.54
880.0,91.44
878.0,91.46
876.0,91.38
874.0,91.52
872.0,91.53
870.0,91.58
868.0,91.55
866.0,91.62
864.0,91.78
862.0,91.93
860.0,91.86
858.0,92.19
856.0,92.28
854.0,92.30
852.0,92.52
850.0,92.63
848.0,92.66
846.0,92.67
844.0,92.69
842.0,92.68
840.0,92.46
838.0,92.25
836.0,92.02
834.0,91.68
832.0,91.30
830.0,90.93
828.0,90.56
826.0,90.15
824.0,89.76
822.0,89.34
820.0,89.01
818.0,88.74
816.0,88.46
814.0,88.27
812.0,88.13
810.0,87.98
808.0,87.93
806.0,87.93
804.0,88.02
802.0,88.20
800.0,88.42
798.0,88.73
796.0,89.14
794.0,89.59
792.0,90.13
790.0,90.68
788.0,91.27
786.0,91.75
784.0,92.04
782.0,92.16
780.0,92.00
778.0,91.57
776.0,90.95
774.0,90.20
772.0,89.34
770.0,88.52
768.0,87.72
766.0,86.98
764.0,86.37
762.0,85.85
760.0,85.40
758.0,84.97
756.0,84.61
754.0,84.28
752.0,83.98
750.0,83.69
748.0,83.45
746.0,83.21
744.0,83.06
742.0,82.92
740.0,82.75
738.0,82.65
736.0,82.66
734.0,82.75
732.0,82.97
730.0,83.33
728.0,83.91
726.0,84.79
724.0,85.90
722.0,86.91
720.0,87.43
718.0,87.22
716.0,86.32
714.0,85.04
712.0,83.73
710.0,82.56
708.0,81.69
706.0,81.06
704.0,80.52
702.0,80.03
700.0,79.53
698.0,79.01
696.0,78.43
694.0,77.75
692.0,77.02
690.0,76.24
688.0,75.40
686.0,74.55
684.0,73.68
682.0,72.78
680.0,71.91
678.0,71.12
676.0,70.47
674.0,69.92
672.0,69.33
670.0,68.68
668.0,68.01
666.0,67.36
664.0,66.85
662.0,66.56
660.0,66.50
658.0,66.65
656.0,67.01
654.0,67.55
652.0,68.24
650.0,69.04
648.0,69.91
646.0,70.83
644.0,71.78
642.0,72.69
640.0,73.47
638.0,74.09
636.0,74.50
634.0,74.64
632.0,74.52
630.0,74.16
628.0,73.52
626.0,72.66
624.0,71.66
622.0,70.49
620.0,69.25
618.0,68.05
616.0,66.95
614.0,66.00
612.0,65.27
610.0,64.80
608.0,64.63
606.0,64.79
604.0,65.24
602.0,65.93
600.0,66.72
598.0,67.44
596.0,67.84
594.0,67.71
592.0,66.86
590.0,65.15
588.0,62.56
586.0,59.19
584.0,55.18
582.0,50.67
580.0,45.91
578.0,41.11
576.0,36.47
574.0,32.12
572.0,28.16
570.0,24.69
568.0,21.72
566.0,19.23
564.0,17.16
562.0,15.52
560.0,14.23
558.0,13.25
556.0,12.54
554.0,12.08
552.0,11.86
550.0,11.87
548.0,12.11
546.0,12.61
544.0,13.40
542.0,14.49
540.0,15.87
538.0,17.51
536.0,19.29
534.0,21.06
532.0,22.55
530.0,23.58
528.0,24.01
526.0,23.81
524.0,23.00
522.0,21.69
520.0,20.06
518.0,18.30
516.0,16.57
514.0,14.99
512.0,13.69
510.0,12.73
508.0,12.08
506.0,11.76
504.0,11.79
502.0,12.17
500.0,12.97
498.0,14.29
496.0,16.32
494.0,19.36
492.0,23.66
490.0,29.37
488.0,36.44
486.0,44.34
484.0,52.31
482.0,59.91
480.0,66.22
478.0,70.50
476.0,73.05
474.0,74.34
472.0,74.09
470.0,71.81
468.0,67.14
466.0,60.17
464.0,51.51
462.0,42.44
460.0,33.99
458.0,26.78
456.0,21.15
454.0,17.04
452.0,14.29
450.0,12.64
448.0,11.79
446.0,11.51
444.0,11.75
442.0,12.22
440.0,12.48
438.0,12.23
436.0,11.37
434.0,10.02
432.0,8.48
430.0,7.08
428.0,5.95
426.0,5.15
424.0,4.69
422.0,4.54
420.0,4.69
418.0,5.16
416.0,6.03
414.0,7.30
412.0,8.81
410.0,10.18
408.0,10.93
406.0,10.89
404.0,10.26
402.0,9.50
400.0,9.00
398.0,9.03
396.0,9.78
394.0,11.61
392.0,15.04
390.0,20.91
388.0,29.66
386.0,39.69
384.0,46.98
382.0,49.28
380.0,48.48
378.0,46.71
376.0,44.64
374.0,41.15
372.0,36.24
370.0,31.19
368.0,26.72
366.0,22.64
364.0,18.58
362.0,14.69
360.0,11.40
358.0,8.78
356.0,6.60
354.0,4.67
352.0,3.04
350.0,1.81
348.0,0.98
346.0,0.48
344.0,0.22
342.0,0.09
340.0,0.04
338.0,0.02
336.0,0.02
334.0,0.01
332.0,0.01
330.0,0.02
328.0,0.02
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
