Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,96.20
898.0,95.34
896.0,95.48
894.0,95.25
892.0,94.94
890.0,95.40
888.0,95.07
886.0,95.03
884.0,94.79
882.0,94.63
880.0,94.31
878.0,94.06
876.0,93.91
874.0,93.82
872.0,93.79
870.0,93.63
868.0,93.39
866.0,93.35
864.0,93.08
862.0,92.99
860.0,92.77
858.0,92.78
856.0,92.65
854.0,92.45
852.0,92.49
850.0,92.39
848.0,92.32
846.0,92.34
844.0,92.21
842.0,92.10
840.0,92.09
838.0,92.08
836.0,92.08
834.0,92.04
832.0,92.05
830.0,92.07
828.0,92.21
826.0,92.32
824.0,92.53
822.0,92.71
820.0,92.96
818.0,93.26
816.0,93.58
814.0,93.84
812.0,94.02
810.0,94.00
808.0,94.12
806.0,94.18
804.0,94.10
802.0,93.94
800.0,93.68
798.0,93.35
796.0,92.94
794.0,92.53
792.0,92.09
790.0,91.66
788.0,91.38
786.0,91.02
784.0,90.71
782.0,90.49
780.0,90.29
778.0,90.18
776.0,90.15
774.0,90.16
772.0,90.21
770.0,90.36
768.0,90.59
766.0,90.89
764.0,91.33
762.0,91.92
760.0,92.57
758.0,93.27
756.0,93.90
754.0,94.38
752.0,94.57
750.0,94.34
748.0,93.75
746.0,92.78
744.0,91.56
742.0,90.27
740.0,89.01
738.0,87.89
736.0,86.95
734.0,86.21
732.0,85.59
730.0,85.08
728.0,84.67
726.0,84.31
724.0,84.04
722.0,83.80
720.0,83.59
718.0,83.41
716.0,83.28
714.0,83.18
712.0,83.13
710.0,83.12
708.0,83.22
706.0,83.46
704.0,83.89
702.0,84.66
700.0,85.71
698.0,86.68
696.0,87.15
694.0,86.95
692.0,86.04
690.0,84.58
688.0,83.10
686.0,82.08
684.0,81.46
682.0,81.07
680.0,80.82
678.0,80.64
676.0,80.48
674.0,80.32
672.0,80.17
670.0,80.05
668.0,79.94
666.0,79.82
664.0,79.71
662.0,79.60
660.0,79.48
658.0,79.40
656.0,79.33
654.0,79.29
652.0,79.32
650.0,79.37
648.0,79.37
646.0,79.28
644.0,79.10
642.0,78.83
640.0,78.50
638.0,78.20
636.0,77.97
634.0,77.77
632.0,77.56
630.0,77.33
628.0,77.11
626.0,76.87
624.0,76.64
622.0,76.39
620.0,76.18
618.0,75.99
616.0,75.81
614.0,75.66
612.0,75.55
610.0,75.47
608.0,75.43
606.0,75.43
604.0,75.48
602.0,75.57
600.0,75.70
598.0,75.84
596.0,76.00
594.0,76.16
592.0,76.32
590.0,76.45
588.0,76.53
586.0,76.58
584.0,76.55
582.0,76.45
580.0,76.31
578.0,76.10
576.0,75.85
574.0,75.58
572.0,75.29
570.0,75.05
568.0,74.87
566.0,74.76
564.0,74.75
562.0,74.85
560.0,75.09
558.0,75.44
556.0,75.85
554.0,76.27
552.0,76.58
550.0,76.73
548.0,76.61
546.0,76.13
544.0,75.21
542.0,73.84
540.0,72.01
538.0,69.75
536.0,67.12
534.0,64.16
532.0,61.01
530.0,57.80
528.0,54.63
526.0,51.60
524.0,48.77
522.0,46.30
520.0,44.26
518.0,42.67
516.0,41.58
514.0,41.03
512.0,41.04
510.0,41.62
508.0,42.75
506.0,44.36
504.0,46.32
502.0,48.34
500.0,50.08
498.0,51.23
496.0,51.59
494.0,51.05
492.0,49.75
490.0,47.88
488.0,45.65
486.0,43.36
484.0,41.32
482.0,40.05
480.0,39.38
478.0,38.97
476.0,39.10
474.0,40.11
472.0,42.19
470.0,45.40
468.0,49.78
466.0,55.22
464.0,61.40
462.0,67.49
460.0,72.69
458.0,76.42
456.0,78.40
454.0,78.81
452.0,78.12
450.0,76.91
448.0,75.52
446.0,73.87
444.0,72.29
442.0,70.30
440.0,67.05
438.0,62.58
436.0,57.21
434.0,51.45
432.0,46.05
430.0,41.59
428.0,38.33
426.0,36.33
424.0,35.37
422.0,34.97
420.0,34.44
418.0,33.14
416.0,30.76
414.0,27.44
412.0,23.78
410.0,20.44
408.0,17.85
406.0,16.25
404.0,15.68
402.0,16.18
400.0,17.72
398.0,20.18
396.0,23.10
394.0,25.60
392.0,26.73
390.0,26.35
388.0,25.14
386.0,24.07
384.0,24.01
382.0,25.34
380.0,28.19
378.0,32.40
376.0,36.18
374.0,37.92
372.0,36.86
370.0,33.91
368.0,30.35
366.0,26.43
364.0,22.00
362.0,17.35
360.0,13.08
358.0,9.54
356.0,6.70
354.0,4.48
352.0,2.87
350.0,1.76
348.0,1.03
346.0,0.56
344.0,0.29
342.0,0.14
340.0,0.06
338.0,0.03
336.0,0.02
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
