Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (coated side) elevated with block from cuvette
nm,%T
900.0,87.81
898.0,89.58
896.0,90.15
894.0,90.28
892.0,90.52
890.0,90.28
888.0,88.75
886.0,88.18
884.0,86.55
882.0,85.29
880.0,83.10
878.0,80.93
876.0,78.41
874.0,75.74
872.0,72.69
870.0,69.63
868.0,66.72
866.0,63.35
864.0,60.44
862.0,57.76
860.0,55.28
858.0,52.67
856.0,50.60
854.0,48.38
852.0,46.66
850.0,45.22
848.0,43.99
846.0,42.88
844.0,42.04
842.0,41.48
840.0,41.17
838.0,41.07
836.0,41.26
834.0,41.74
832.0,42.49
830.0,43.59
828.0,45.10
826.0,46.69
824.0,48.79
822.0,51.09
820.0,53.56
818.0,56.30
816.0,59.10
814.0,62.08
812.0,65.07
810.0,67.97
808.0,71.23
806.0,74.22
804.0,76.66
802.0,78.33
800.0,78.86
798.0,78.17
796.0,76.13
794.0,72.89
792.0,68.96
790.0,64.32
788.0,59.50
786.0,55.08
784.0,50.95
782.0,47.24
780.0,44.13
778.0,41.68
776.0,39.89
774.0,38.64
772.0,37.91
770.0,37.68
768.0,37.62
766.0,37.71
764.0,37.99
762.0,38.78
760.0,40.23
758.0,42.45
756.0,45.38
754.0,48.27
752.0,50.38
750.0,50.51
748.0,47.88
746.0,42.79
744.0,36.30
742.0,29.43
740.0,23.15
738.0,17.82
736.0,13.57
734.0,10.33
732.0,7.92
730.0,6.15
728.0,4.85
726.0,3.88
724.0,3.15
722.0,2.61
720.0,2.19
718.0,1.86
716.0,1.60
714.0,1.39
712.0,1.23
710.0,1.09
708.0,0.99
706.0,0.90
704.0,0.83
702.0,0.78
700.0,0.74
698.0,0.71
696.0,0.68
694.0,0.67
692.0,0.67
690.0,0.67
688.0,0.68
686.0,0.71
684.0,0.75
682.0,0.82
680.0,0.91
678.0,1.02
676.0,1.15
674.0,1.28
672.0,1.45
670.0,1.66
668.0,1.93
666.0,2.25
664.0,2.52
662.0,2.64
660.0,2.55
658.0,2.27
656.0,1.89
654.0,1.51
652.0,1.18
650.0,0.92
648.0,0.71
646.0,0.57
644.0,0.47
642.0,0.39
640.0,0.33
638.0,0.29
636.0,0.26
634.0,0.24
632.0,0.22
630.0,0.21
628.0,0.20
626.0,0.20
624.0,0.21
622.0,0.22
620.0,0.24
618.0,0.28
616.0,0.32
614.0,0.35
612.0,0.38
610.0,0.44
608.0,0.54
606.0,0.73
604.0,1.06
602.0,1.53
600.0,1.97
598.0,2.09
596.0,1.84
594.0,1.43
592.0,1.02
590.0,0.70
588.0,0.48
586.0,0.35
584.0,0.27
582.0,0.22
580.0,0.19
578.0,0.16
576.0,0.15
574.0,0.14
572.0,0.13
570.0,0.14
568.0,0.14
566.0,0.15
564.0,0.17
562.0,0.19
560.0,0.20
558.0,0.25
556.0,0.34
554.0,0.49
552.0,0.72
550.0,1.04
548.0,1.30
546.0,1.33
544.0,1.12
542.0,0.83
540.0,0.60
538.0,0.44
536.0,0.34
534.0,0.27
532.0,0.22
530.0,0.19
528.0,0.18
526.0,0.18
524.0,0.19
522.0,0.23
520.0,0.30
518.0,0.40
516.0,0.52
514.0,0.65
512.0,0.73
510.0,0.72
508.0,0.64
506.0,0.57
504.0,0.52
502.0,0.49
500.0,0.46
498.0,0.42
496.0,0.38
494.0,0.33
492.0,0.29
490.0,0.26
488.0,0.23
486.0,0.23
484.0,0.24
482.0,0.24
480.0,0.31
478.0,0.52
476.0,0.77
474.0,0.92
472.0,0.91
470.0,0.77
468.0,0.62
466.0,0.51
464.0,0.46
462.0,0.46
460.0,0.47
458.0,0.49
456.0,0.50
454.0,0.52
452.0,0.56
450.0,0.61
448.0,0.72
446.0,0.90
444.0,1.16
442.0,1.66
440.0,2.61
438.0,4.39
436.0,7.92
434.0,15.13
432.0,28.54
430.0,47.49
428.0,64.47
426.0,73.18
424.0,76.83
422.0,80.55
420.0,84.21
418.0,86.58
416.0,87.61
414.0,88.07
412.0,88.20
410.0,88.30
408.0,88.05
406.0,87.29
404.0,85.68
402.0,83.67
400.0,82.16
398.0,81.70
396.0,82.24
394.0,83.32
392.0,83.63
390.0,82.97
388.0,81.70
386.0,79.85
384.0,77.58
382.0,74.53
380.0,70.79
378.0,66.06
376.0,61.47
374.0,57.04
372.0,51.44
370.0,42.96
368.0,32.75
366.0,24.39
364.0,19.45
362.0,16.19
360.0,12.32
358.0,8.18
356.0,5.44
354.0,4.01
352.0,2.97
350.0,1.98
348.0,1.13
346.0,0.58
344.0,0.28
342.0,0.14
340.0,0.10
338.0,0.07
336.0,0.07
334.0,0.08
332.0,0.08
330.0,0.09
328.0,0.10
326.0,0.11
324.0,0.12
322.0,0.14
320.0,0.13
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
