Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,90.22
898.0,89.91
896.0,89.40
894.0,89.52
892.0,89.42
890.0,89.01
888.0,88.89
886.0,88.70
884.0,88.58
882.0,88.23
880.0,87.78
878.0,87.42
876.0,87.35
874.0,87.20
872.0,86.81
870.0,86.72
868.0,86.63
866.0,86.54
864.0,86.53
862.0,86.56
860.0,86.53
858.0,86.62
856.0,86.61
854.0,86.78
852.0,87.05
850.0,87.18
848.0,87.44
846.0,87.76
844.0,88.06
842.0,88.41
840.0,88.78
838.0,89.09
836.0,89.37
834.0,89.52
832.0,89.58
830.0,89.52
828.0,89.29
826.0,88.96
824.0,88.48
822.0,88.00
820.0,87.52
818.0,87.02
816.0,86.56
814.0,86.07
812.0,85.63
810.0,85.26
808.0,84.84
806.0,84.52
804.0,84.17
802.0,83.94
800.0,83.68
798.0,83.47
796.0,83.28
794.0,83.15
792.0,83.04
790.0,82.95
788.0,82.94
786.0,82.90
784.0,82.88
782.0,82.87
780.0,82.84
778.0,82.84
776.0,82.77
774.0,82.68
772.0,82.57
770.0,82.47
768.0,82.32
766.0,82.14
764.0,81.94
762.0,81.56
760.0,80.83
758.0,79.53
756.0,77.73
754.0,75.64
752.0,73.51
750.0,71.51
748.0,69.62
746.0,67.88
744.0,66.29
742.0,64.84
740.0,63.51
738.0,62.38
736.0,61.41
734.0,60.63
732.0,60.07
730.0,59.77
728.0,59.72
726.0,59.92
724.0,60.44
722.0,61.26
720.0,62.43
718.0,64.08
716.0,66.38
714.0,69.32
712.0,72.08
710.0,73.59
708.0,74.08
706.0,74.74
704.0,75.79
702.0,76.67
700.0,77.03
698.0,76.73
696.0,75.69
694.0,73.91
692.0,71.46
690.0,68.54
688.0,65.32
686.0,61.95
684.0,58.64
682.0,55.54
680.0,52.77
678.0,50.42
676.0,48.56
674.0,47.20
672.0,46.39
670.0,46.14
668.0,46.45
666.0,47.30
664.0,48.63
662.0,50.25
660.0,51.89
658.0,53.12
656.0,53.40
654.0,52.27
652.0,49.48
650.0,45.09
648.0,39.49
646.0,33.31
644.0,27.22
642.0,21.74
640.0,17.17
638.0,13.55
636.0,10.76
634.0,8.64
632.0,7.03
630.0,5.83
628.0,4.93
626.0,4.23
624.0,3.65
622.0,3.18
620.0,2.83
618.0,2.57
616.0,2.37
614.0,2.22
612.0,2.11
610.0,2.04
608.0,2.01
606.0,2.02
604.0,2.07
602.0,2.16
600.0,2.31
598.0,2.53
596.0,2.84
594.0,3.27
592.0,3.87
590.0,4.67
588.0,5.67
586.0,6.77
584.0,7.74
582.0,8.30
580.0,8.20
578.0,7.42
576.0,6.18
574.0,4.85
572.0,3.72
570.0,2.88
568.0,2.29
566.0,1.88
564.0,1.59
562.0,1.39
560.0,1.25
558.0,1.16
556.0,1.10
554.0,1.09
552.0,1.10
550.0,1.15
548.0,1.24
546.0,1.39
544.0,1.61
542.0,1.96
540.0,2.51
538.0,3.39
536.0,4.88
534.0,7.47
532.0,11.47
530.0,16.26
528.0,20.05
526.0,20.94
524.0,18.39
522.0,14.34
520.0,11.01
518.0,8.96
516.0,7.93
514.0,7.62
512.0,7.89
510.0,8.64
508.0,9.65
506.0,10.38
504.0,10.08
502.0,8.55
500.0,6.46
498.0,4.55
496.0,3.17
494.0,2.26
492.0,1.70
490.0,1.36
488.0,1.16
486.0,1.05
484.0,1.01
482.0,1.04
480.0,1.13
478.0,1.30
476.0,1.53
474.0,1.80
472.0,2.03
470.0,2.10
468.0,1.96
466.0,1.67
464.0,1.35
462.0,1.09
460.0,0.90
458.0,0.77
456.0,0.69
454.0,0.65
452.0,0.64
450.0,0.67
448.0,0.75
446.0,0.88
444.0,1.12
442.0,1.50
440.0,2.05
438.0,2.68
436.0,3.15
434.0,3.23
432.0,3.00
430.0,2.68
428.0,2.44
426.0,2.33
424.0,2.37
422.0,2.55
420.0,2.90
418.0,3.48
416.0,4.37
414.0,5.78
412.0,8.02
410.0,11.76
408.0,18.20
406.0,29.00
404.0,43.46
402.0,55.34
400.0,59.39
398.0,58.52
396.0,57.62
394.0,57.85
392.0,57.45
390.0,54.99
388.0,51.39
386.0,48.49
384.0,46.89
382.0,45.76
380.0,44.38
378.0,42.54
376.0,40.51
374.0,38.73
372.0,38.08
370.0,37.42
368.0,34.83
366.0,30.04
364.0,24.53
362.0,19.07
360.0,13.84
358.0,9.34
356.0,5.85
354.0,3.25
352.0,1.59
350.0,0.76
348.0,0.38
346.0,0.19
344.0,0.10
342.0,0.05
340.0,0.03
338.0,0.02
336.0,0.01
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
