Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,85.49
898.0,85.43
896.0,84.77
894.0,84.71
892.0,84.48
890.0,84.31
888.0,84.27
886.0,84.24
884.0,84.60
882.0,84.88
880.0,85.30
878.0,85.57
876.0,86.19
874.0,86.73
872.0,87.23
870.0,87.84
868.0,88.28
866.0,88.70
864.0,89.27
862.0,89.63
860.0,89.72
858.0,89.75
856.0,89.54
854.0,89.18
852.0,88.31
850.0,87.13
848.0,85.65
846.0,83.81
844.0,81.60
842.0,79.20
840.0,76.53
838.0,73.70
836.0,70.81
834.0,67.84
832.0,64.93
830.0,62.10
828.0,59.40
826.0,56.86
824.0,54.55
822.0,52.44
820.0,50.62
818.0,49.07
816.0,47.81
814.0,46.84
812.0,46.18
810.0,45.91
808.0,45.87
806.0,46.14
804.0,46.61
802.0,47.24
800.0,47.88
798.0,48.53
796.0,49.16
794.0,49.89
792.0,50.84
790.0,52.19
788.0,53.99
786.0,56.26
784.0,58.99
782.0,62.10
780.0,65.44
778.0,68.82
776.0,72.01
774.0,74.77
772.0,76.81
770.0,77.92
768.0,77.94
766.0,76.84
764.0,74.73
762.0,71.77
760.0,68.27
758.0,64.65
756.0,61.14
754.0,57.94
752.0,54.87
750.0,51.73
748.0,48.48
746.0,45.28
744.0,42.59
742.0,40.79
740.0,39.95
738.0,39.96
736.0,40.75
734.0,42.33
732.0,44.64
730.0,47.54
728.0,50.69
726.0,53.51
724.0,55.28
722.0,55.35
720.0,53.38
718.0,49.39
716.0,43.72
714.0,36.93
712.0,29.87
710.0,23.36
708.0,17.91
706.0,13.66
704.0,10.46
702.0,8.09
700.0,6.36
698.0,5.08
696.0,4.12
694.0,3.40
692.0,2.85
690.0,2.43
688.0,2.10
686.0,1.84
684.0,1.63
682.0,1.46
680.0,1.33
678.0,1.23
676.0,1.15
674.0,1.09
672.0,1.05
670.0,1.03
668.0,1.03
666.0,1.06
664.0,1.10
662.0,1.15
660.0,1.19
658.0,1.23
656.0,1.29
654.0,1.38
652.0,1.54
650.0,1.75
648.0,2.04
646.0,2.39
644.0,2.77
642.0,3.12
640.0,3.37
638.0,3.44
636.0,3.31
634.0,3.00
632.0,2.56
630.0,2.09
628.0,1.65
626.0,1.30
624.0,1.03
622.0,0.84
620.0,0.69
618.0,0.59
616.0,0.51
614.0,0.45
612.0,0.41
610.0,0.39
608.0,0.38
606.0,0.38
604.0,0.38
602.0,0.38
600.0,0.38
598.0,0.39
596.0,0.42
594.0,0.47
592.0,0.54
590.0,0.65
588.0,0.83
586.0,1.11
584.0,1.53
582.0,2.09
580.0,2.66
578.0,3.06
576.0,3.19
574.0,2.99
572.0,2.50
570.0,1.90
568.0,1.38
566.0,1.01
564.0,0.78
562.0,0.64
560.0,0.54
558.0,0.49
556.0,0.45
554.0,0.44
552.0,0.45
550.0,0.48
548.0,0.53
546.0,0.62
544.0,0.76
542.0,0.99
540.0,1.34
538.0,1.84
536.0,2.38
534.0,2.71
532.0,2.62
530.0,2.18
528.0,1.64
526.0,1.20
524.0,0.90
522.0,0.72
520.0,0.61
518.0,0.54
516.0,0.51
514.0,0.50
512.0,0.53
510.0,0.58
508.0,0.68
506.0,0.81
504.0,0.98
502.0,1.15
500.0,1.25
498.0,1.21
496.0,1.06
494.0,0.85
492.0,0.65
490.0,0.50
488.0,0.40
486.0,0.33
484.0,0.28
482.0,0.25
480.0,0.23
478.0,0.25
476.0,0.28
474.0,0.33
472.0,0.41
470.0,0.54
468.0,0.73
466.0,1.01
464.0,1.32
462.0,1.50
460.0,1.47
458.0,1.26
456.0,1.01
454.0,0.80
452.0,0.65
450.0,0.56
448.0,0.52
446.0,0.51
444.0,0.52
442.0,0.57
440.0,0.68
438.0,0.86
436.0,1.15
434.0,1.67
432.0,2.60
430.0,4.36
428.0,7.96
426.0,15.60
424.0,30.16
422.0,49.98
420.0,65.82
418.0,72.08
416.0,72.78
414.0,73.73
412.0,76.60
410.0,80.23
408.0,83.26
406.0,85.30
404.0,86.58
402.0,87.11
400.0,86.82
398.0,85.70
396.0,83.71
394.0,81.52
392.0,79.88
390.0,79.18
388.0,79.02
386.0,78.60
384.0,77.25
382.0,74.95
380.0,72.02
378.0,68.20
376.0,63.90
374.0,58.68
372.0,52.95
370.0,47.00
368.0,40.20
366.0,31.53
364.0,22.11
362.0,14.75
360.0,10.24
358.0,7.48
356.0,5.22
354.0,3.26
352.0,1.97
350.0,1.26
348.0,0.84
346.0,0.51
344.0,0.27
342.0,0.13
340.0,0.06
338.0,0.03
336.0,0.02
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.02
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
