Created as New Dataset,Using 450 nm short pass #1 Knight EOS filter held by def. (central) (non-coated side) elevated with block from cuvette
nm,%T
900.0,38.36
898.0,36.65
896.0,35.35
894.0,34.20
892.0,32.97
890.0,32.39
888.0,31.83
886.0,31.45
884.0,31.07
882.0,31.12
880.0,31.43
878.0,31.67
876.0,32.39
874.0,33.36
872.0,34.60
870.0,36.10
868.0,38.00
866.0,40.17
864.0,42.78
862.0,46.02
860.0,49.82
858.0,54.05
856.0,58.71
854.0,63.61
852.0,68.57
850.0,73.21
848.0,76.84
846.0,79.13
844.0,79.56
842.0,77.92
840.0,74.56
838.0,69.84
836.0,64.34
834.0,58.64
832.0,53.10
830.0,47.96
828.0,43.49
826.0,39.67
824.0,36.51
822.0,33.97
820.0,32.01
818.0,30.58
816.0,29.66
814.0,29.24
812.0,29.31
810.0,29.94
808.0,31.19
806.0,33.19
804.0,36.07
802.0,40.00
800.0,45.01
798.0,50.70
796.0,56.10
794.0,59.50
792.0,59.09
790.0,54.11
788.0,45.55
786.0,35.62
784.0,26.46
782.0,19.18
780.0,13.88
778.0,10.18
776.0,7.59
774.0,5.78
772.0,4.48
770.0,3.55
768.0,2.85
766.0,2.33
764.0,1.93
762.0,1.63
760.0,1.38
758.0,1.19
756.0,1.04
754.0,0.92
752.0,0.82
750.0,0.74
748.0,0.67
746.0,0.61
744.0,0.57
742.0,0.54
740.0,0.51
738.0,0.48
736.0,0.47
734.0,0.46
732.0,0.45
730.0,0.46
728.0,0.46
726.0,0.47
724.0,0.49
722.0,0.52
720.0,0.56
718.0,0.62
716.0,0.69
714.0,0.79
712.0,0.92
710.0,1.11
708.0,1.36
706.0,1.67
704.0,2.03
702.0,2.33
700.0,2.46
698.0,2.34
696.0,2.02
694.0,1.60
692.0,1.21
690.0,0.90
688.0,0.68
686.0,0.52
684.0,0.41
682.0,0.33
680.0,0.28
678.0,0.23
676.0,0.20
674.0,0.18
672.0,0.16
670.0,0.15
668.0,0.14
666.0,0.13
664.0,0.12
662.0,0.12
660.0,0.12
658.0,0.12
656.0,0.13
654.0,0.14
652.0,0.15
650.0,0.17
648.0,0.19
646.0,0.23
644.0,0.29
642.0,0.39
640.0,0.56
638.0,0.81
636.0,1.11
634.0,1.34
632.0,1.34
630.0,1.09
628.0,0.74
626.0,0.47
624.0,0.30
622.0,0.21
620.0,0.15
618.0,0.11
616.0,0.09
614.0,0.07
612.0,0.06
610.0,0.06
608.0,0.05
606.0,0.04
604.0,0.04
602.0,0.04
600.0,0.04
598.0,0.04
596.0,0.04
594.0,0.04
592.0,0.04
590.0,0.05
588.0,0.05
586.0,0.06
584.0,0.07
582.0,0.09
580.0,0.11
578.0,0.15
576.0,0.21
574.0,0.32
572.0,0.51
570.0,0.77
568.0,0.99
566.0,1.00
564.0,0.81
562.0,0.58
560.0,0.41
558.0,0.31
556.0,0.25
554.0,0.21
552.0,0.19
550.0,0.19
548.0,0.19
546.0,0.20
544.0,0.22
542.0,0.26
540.0,0.33
538.0,0.42
536.0,0.53
534.0,0.62
532.0,0.63
530.0,0.54
528.0,0.42
526.0,0.30
524.0,0.22
522.0,0.17
520.0,0.13
518.0,0.11
516.0,0.10
514.0,0.09
512.0,0.10
510.0,0.11
508.0,0.13
506.0,0.16
504.0,0.20
502.0,0.25
500.0,0.33
498.0,0.43
496.0,0.58
494.0,0.72
492.0,0.74
490.0,0.62
488.0,0.46
486.0,0.33
484.0,0.24
482.0,0.18
480.0,0.14
478.0,0.13
476.0,0.12
474.0,0.12
472.0,0.13
470.0,0.15
468.0,0.18
466.0,0.23
464.0,0.31
462.0,0.42
460.0,0.60
458.0,0.88
456.0,1.36
454.0,2.30
452.0,4.15
450.0,7.93
448.0,15.62
446.0,29.68
444.0,49.85
442.0,68.89
440.0,81.18
438.0,87.38
436.0,90.22
434.0,91.33
432.0,91.56
430.0,91.51
428.0,91.42
426.0,91.32
424.0,91.09
422.0,90.74
420.0,90.51
418.0,90.54
416.0,90.77
414.0,90.93
412.0,90.73
410.0,90.30
408.0,89.87
406.0,89.66
404.0,89.58
402.0,89.31
400.0,88.67
398.0,87.80
396.0,86.95
394.0,86.17
392.0,85.28
390.0,84.06
388.0,82.47
386.0,80.62
384.0,78.43
382.0,75.81
380.0,72.65
378.0,68.29
376.0,63.04
374.0,57.06
372.0,51.22
370.0,45.55
368.0,39.28
366.0,32.47
364.0,26.74
362.0,22.56
360.0,18.48
358.0,13.78
356.0,9.39
354.0,5.93
352.0,3.37
350.0,1.70
348.0,0.76
346.0,0.31
344.0,0.12
342.0,0.05
340.0,0.03
338.0,0.02
336.0,0.01
334.0,0.01
332.0,0.01
330.0,0.01
328.0,0.01
326.0,0.01
324.0,0.02
322.0,0.02
320.0,0.02
318.0,0.00
316.0,0.00
314.0,0.00
312.0,0.00
310.0,0.00
308.0,0.00
306.0,0.00
304.0,0.00
302.0,0.00
300.0,0.00
298.0,0.00
296.0,0.00
294.0,0.00
292.0,0.00
290.0,0.00
288.0,0.00
286.0,0.00
284.0,0.00
282.0,0.00
280.0,0.00
278.0,0.00
276.0,0.00
274.0,0.00
272.0,0.00
270.0,0.00
268.0,0.00
266.0,0.00
264.0,0.00
262.0,0.00
260.0,0.00
258.0,0.00
256.0,0.00
254.0,0.00
252.0,0.00
250.0,0.00
